Profundidad,Densidad Aparente,Gamma Ray,Porosidad Neutrón,Resistividad Profunda,Resistividad Media
4431.0788,2.2392,51.7905,26.2349,0.36,0.4171
4431.2312,2.2677,49.2055,27.4015,0.3668,0.4297
4431.3836,2.31,55.5355,20.5704,0.3789,0.4437
4431.536,2.3302,52.7851,25.1471,0.3937,0.4629
4431.6884,2.3399,58.9997,25.8151,0.4082,0.4778
4431.8408,2.3727,60.947,23.3233,0.4222,0.4929
4431.9932,2.3653,81.5597,26.73,0.4389,0.5145
4432.1456,2.319,66.382,25.2137,0.4735,0.5344
4432.298,2.2924,56.1828,27.1076,0.5197,0.5686
4432.4504,2.2972,49.9263,23.6766,0.5524,0.6254
4432.6028,2.3252,49.0533,21.9308,0.6096,0.6999
4432.7552,2.3579,46.9362,20.4626,0.699,0.7764
4432.9076,2.3768,50.1642,18.3814,0.7966,0.8421
4433.06,2.4158,50.7644,17.8988,0.901,0.9197
4433.2124,2.4756,46.016,13.283,1.032,1.0207
4433.3648,2.5317,42.459,13.6847,1.1115,1.1245
4433.5172,2.5534,40.377,12.9223,1.1695,1.2113
4433.6696,2.5542,46.5111,13.1242,1.2002,1.2672
4433.822,2.5518,47.916,14.362,1.2142,1.2802
4433.9744,2.5526,47.2241,14.9539,1.2209,1.2596
4434.1268,2.5664,55.0718,15.1558,1.2229,1.2182
4434.2792,2.5753,63.748,18.4428,1.2131,1.1785
4434.4316,2.5651,70.5443,19.0979,1.2053,1.1525
4434.584,2.5516,76.1422,17.439,1.193,1.122
4434.7364,2.535,72.272,20.1962,1.154,1.083
4434.8888,2.5016,71.4323,22.6493,1.068,1.0325
4435.0412,2.472,76.1422,23.5054,0.9661,0.9898
4435.1936,2.4501,68.2428,19.9166,0.8956,0.9483
4435.346,2.4205,65.9175,23.4163,0.8574,0.9033
4435.4984,2.3919,58.2753,20.9207,0.8081,0.8628
4435.6508,2.3759,59.8981,20.0377,0.7802,0.8241
4435.8032,2.3663,50.5771,20.9356,0.7677,0.8168
4435.9556,2.3518,47.3754,20.1036,0.7473,0.8213
4436.108,2.3393,44.7405,20.311,0.719,0.7929
4436.2604,2.3741,42.5841,17.4281,0.7019,0.769
4436.4128,2.4326,38.5137,20.2731,0.6963,0.7637
4436.5652,2.4391,39.0456,20.5318,0.7034,0.7691
4436.7176,2.4115,47.448,22.1806,0.7151,0.7871
4436.87,2.4091,42.655,19.1498,0.7285,0.8124
4437.0224,2.4298,37.1193,14.0459,0.7527,0.8539
4437.1748,2.4488,38.8549,17.0136,0.794,0.9016
4437.3272,2.4577,44.5402,16.2541,0.837,0.9435
4437.4796,2.4772,42.1021,18.3253,0.8667,0.9779
4437.632,2.5084,33.4749,15.0191,0.8874,1.0008
4437.7844,2.5204,33.5431,15.3675,0.891,0.9783
4437.9368,2.4854,44.7895,16.5082,0.8438,0.8587
4438.0892,2.4496,44.7895,18.0648,0.7959,0.7823
4438.2416,2.4113,39.3413,17.5499,0.7425,0.725
4438.394,2.3933,40.4925,20.2174,0.6948,0.6788
4438.5464,2.3816,44.7895,19.6876,0.6473,0.6294
4438.6988,2.3538,47.4034,22.9746,0.5776,0.5745
4438.8512,2.3145,50.1432,25.0846,0.5262,0.5381
4439.0036,2.2762,48.7681,21.5009,0.4868,0.518
4439.156,2.2513,50.9017,22.9073,0.4576,0.51
4439.3084,2.2455,48.6054,21.9887,0.4488,0.5143
4439.4608,2.258,47.8268,27.0037,0.459,0.5233
4439.6132,2.2761,50.2552,22.0189,0.4824,0.5395
4439.7656,2.3001,47.4812,24.9923,0.5069,0.5678
4439.918,2.3459,44.6968,22.0377,0.5346,0.6103
4440.0704,2.422,43.9794,22.9616,0.5812,0.6824
4440.2228,2.4616,38.5837,14.7644,0.637,0.7579
4440.3752,2.4923,38.9135,15.2717,0.6979,0.82
4440.5276,2.5227,38.9371,14.8418,0.7803,0.8858
4440.68,2.5061,39.9291,14.7357,0.8813,0.9208
4440.8324,2.4691,45.3179,15.1652,0.9562,0.9485
4440.9848,2.4747,48.2152,16.4495,1.0006,0.9587
4441.1372,2.5145,44.0713,18.3808,0.9863,0.9446
4441.2896,2.5122,52.8271,19.5504,0.9194,0.8842
4441.442,2.4705,48.3797,20.6536,0.8195,0.7921
4441.5944,2.4161,53.3441,20.7477,0.7182,0.698
4441.7468,2.3461,55.455,18.8008,0.6384,0.6072
4441.8992,2.2859,51.382,27.234,0.5729,0.5493
4442.0516,2.2429,48.1522,27.6889,0.5373,0.5133
4442.204,2.2351,49.9595,25.4308,0.5125,0.5006
4442.3564,2.2574,46.4254,28.9642,0.4828,0.4929
4442.5088,2.2936,54.2915,23.7872,0.4572,0.4804
4442.6612,2.3101,51.4091,26.5346,0.4415,0.4701
4442.8136,2.3052,49.1906,25.9283,0.4402,0.4723
4442.966,2.3008,53.338,25.6534,0.4453,0.4795
4443.1184,2.3033,49.265,29.1266,0.4544,0.4863
4443.2708,2.298,53.2566,27.5134,0.4707,0.5014
4443.4232,2.2847,46.6817,23.3996,0.4887,0.5221
4443.5756,2.2797,43.9514,25.6076,0.5051,0.5454
4443.728,2.2942,44.2139,22.9696,0.5313,0.5735
4443.8804,2.3122,42.9734,20.7631,0.5662,0.6074
4444.0328,2.3244,45.0056,22.0697,0.6115,0.6607
4444.1852,2.3513,49.2755,23.211,0.6719,0.707
4444.3376,2.3904,55.7279,25.9662,0.6965,0.7082
4444.49,2.4406,55.3798,20.8106,0.6614,0.6746
4444.6424,2.4824,55.4524,23.512,0.6176,0.634
4444.7948,2.4723,57.3236,24.1049,0.5704,0.5808
4444.9472,2.4049,53.9696,28.5411,0.5314,0.5391
4445.0996,2.324,48.1233,28.1955,0.5005,0.504
4445.252,2.2816,42.2097,32.179,0.4721,0.4729
4445.4044,2.2724,46.5566,31.6899,0.4591,0.4686
4445.5568,2.2644,44.3766,30.4145,0.4783,0.5036
4445.7092,2.2564,45.0589,24.2603,0.5166,0.5646
4445.8616,2.2741,43.8403,29.1401,0.5351,0.62
4446.014,2.3602,42.2631,22.8345,0.5466,0.6384
4446.1664,2.4605,38.5714,17.1625,0.5546,0.6257
4446.3188,2.4554,38.1104,21.8572,0.5699,0.5991
4446.4712,2.3694,35.8316,24.5557,0.5887,0.5762
4446.6236,2.2925,40.0166,26.824,0.5897,0.567
4446.776,2.2673,46.554,28.1059,0.5722,0.5727
4446.9284,2.2744,44.2183,23.8008,0.5598,0.598
4447.0808,2.2896,45.6853,21.8628,0.5453,0.6349
4447.2332,2.3204,43.1046,22.7382,0.5426,0.6545
4447.3856,2.3783,37.7045,19.8955,0.5601,0.6516
4447.538,2.4367,39.0622,17.4722,0.5887,0.6482
4447.6904,2.4465,39.6317,17.6738,0.6287,0.658
4447.8428,2.4207,40.636,19.0933,0.6486,0.6665
4447.9952,2.4143,41.0174,18.9192,0.6379,0.6604
4448.1476,2.4315,39.1182,19.7233,0.6032,0.6237
4448.3,2.4318,42.4276,21.1972,0.5642,0.5742
4448.4524,2.4016,40.1461,23.1602,0.5307,0.5431
4448.6048,2.3575,47.6133,21.1095,0.5171,0.5322
4448.7572,2.3222,49.3516,24.7616,0.512,0.5303
4448.9096,2.3202,55.7559,25.8666,0.4935,0.5244
4449.062,2.3487,59.829,24.6107,0.463,0.5054
4449.2144,2.3548,76.4641,24.4962,0.4272,0.4785
4449.3668,2.3364,76.3022,36.0448,0.3949,0.4499
4449.5192,2.3065,55.35,25.5445,0.3732,0.423
4449.6716,2.2763,48.4531,26.8674,0.355,0.3982
4449.824,2.2514,44.7913,26.7189,0.3411,0.3848
4449.9764,2.2382,48.0481,30.1477,0.3254,0.3766
4450.1288,2.2477,49.6779,27.5457,0.3112,0.3776
4450.2812,2.2581,41.7487,26.246,0.305,0.3883
4450.4336,2.2683,46.6388,24.5409,0.3067,0.4057
4450.586,2.2796,42.0208,24.0869,0.3124,0.4306
4450.7384,2.2967,46.5811,22.8369,0.3258,0.463
4450.8908,2.3061,51.6304,20.8288,0.3454,0.5058
4451.0432,2.3109,46.0921,22.9319,0.3865,0.5755
4451.1956,2.3535,43.1064,20.046,0.4737,0.6853
4451.348,2.4345,54.5872,18.9797,0.5914,0.8046
4451.5004,2.4901,56.4348,15.9608,0.7327,0.8944
4451.6528,2.5127,59.5569,14.5443,0.9088,1.0006
4451.8052,2.5327,46.3974,13.4379,1.1348,1.1063
4451.9576,2.54,38.358,13.2279,1.3274,1.2205
4452.11,2.5187,34.2535,16.8834,1.4307,1.329
4452.2624,2.4822,35.5622,15.5197,1.5044,1.3734
4452.4148,2.4604,35.8316,14.715,1.5507,1.3779
4452.5672,2.4718,35.8316,14.2149,1.5876,1.3747
4452.7196,2.5119,35.0434,13.9594,1.6372,1.3846
4452.872,2.5454,32.9841,12.3671,1.7224,1.5003
4453.0244,2.5748,34.5789,12.9455,1.8471,1.6482
4453.1768,2.5982,35.8333,11.0161,1.936,1.7468
4453.3292,2.6124,36.8026,11.4246,1.9579,1.7678
4453.4816,2.6218,34.9691,12.0454,1.9122,1.7006
4453.634,2.6404,33.2842,10.9043,1.716,1.5506
4453.7864,2.6265,38.9179,17.6522,1.3508,1.2813
4453.9388,2.5564,46.8286,18.7523,0.9604,0.9315
4454.0912,2.477,50.2132,17.2626,0.7179,0.6646
4454.2436,2.3773,54.2215,27.4017,0.5788,0.5484
4454.396,2.2813,57.0646,26.8489,0.4919,0.4844
4454.5484,2.2454,51.6006,25.6527,0.4226,0.4409
4454.7008,2.2394,55.0482,27.5339,0.3702,0.4028
4454.8532,2.2412,48.0612,32.3332,0.3305,0.3735
4455.0056,2.2397,48.5686,24.5423,0.2904,0.3633
4455.158,2.2382,47.4769,25.1627,0.2831,0.3691
4455.3104,2.2479,50.6226,23.179,0.291,0.3804
4455.4628,2.2676,48.0542,25.2841,0.3108,0.3977
4455.6152,2.2901,49.6709,25.1627,0.3387,0.4191
4455.7676,2.301,52.6469,23.4808,0.3672,0.4445
4455.92,2.3095,60.087,21.8482,0.3978,0.473
4456.0724,2.309,58.4643,24.8407,0.4343,0.5118
4456.2248,2.2989,60.0468,19.8611,0.4885,0.5501
4456.3772,2.3044,54.2102,25.3586,0.5443,0.5861
4456.5296,2.3222,58.2176,22.5534,0.5986,0.6335
4456.682,2.3572,54.6677,23.9773,0.6476,0.6873
4456.8344,2.3967,51.2122,25.965,0.7055,0.7398
4456.9868,2.448,56.922,25.3832,0.7831,0.799
4457.1392,2.4943,45.1044,15.0959,0.8456,0.8675
4457.2916,2.4957,51.7074,21.2132,0.8853,0.9301
4457.444,2.4674,47.895,17.3842,0.9127,0.9575
4457.5964,2.4288,47.3299,16.5137,0.9436,0.9494
4457.7488,2.4082,57.3953,17.1218,0.9475,0.9149
4457.9012,2.4058,64.4969,19.8857,0.9164,0.8608
4458.0536,2.4001,70.5924,25.4867,0.8525,0.8023
4458.206,2.3932,63.3054,27.3747,0.747,0.7432
4458.3584,2.3831,58.9402,24.9963,0.6612,0.6923
4458.5108,2.364,58.8142,25.1353,0.5802,0.6398
4458.6632,2.3409,54.8313,22.4573,0.5209,0.5888
4458.8156,2.3148,54.889,20.4365,0.4861,0.5567
4458.968,2.2979,57.9412,21.311,0.4677,0.5495
4459.1204,2.3146,58.6428,28.1628,0.4599,0.5592
4459.2728,2.3694,64.6876,22.4411,0.4606,0.5809
4459.4252,2.4099,60.4684,21.0599,0.4767,0.6176
4459.5776,2.4209,61.6346,19.4191,0.5196,0.6865
4459.73,2.464,63.1987,16.5067,0.5826,0.7573
4459.8824,2.5456,59.1405,16.419,0.6143,0.8029
4460.0348,2.612,47.6798,17.354,0.6404,0.8417
4460.1872,2.6263,50.4879,16.8106,0.6849,0.8758
4460.3396,2.5994,48.7033,17.6509,0.7534,0.9083
4460.492,2.5268,49.3437,16.4958,0.8006,0.9332
4460.6444,2.47,49.5825,16.5027,0.8187,0.9317
4460.7968,2.4542,37.4832,18.0429,0.8272,0.9165
4460.9492,2.4519,46.0772,15.6977,0.8272,0.9114
4461.1016,2.4464,42.4214,21.7789,0.8414,0.9135
4461.254,2.4293,43.8937,17.775,0.8759,0.9332
4461.4064,2.411,44.3259,16.5493,0.9252,0.9899
4461.5588,2.3919,40.3237,16.105,0.9795,1.0518
4461.7112,2.3971,43.8027,14.3617,1.0234,1.1172
4461.8636,2.4404,42.8265,10.246,1.105,1.1749
4462.016,2.5011,39.6457,11.8186,1.1918,1.2554
4462.1684,2.5446,44.3766,12.285,1.2977,1.3315
4462.3208,2.5547,41.2177,12.6618,1.3348,1.3259
4462.4732,2.555,44.947,13.7495,1.3192,1.2771
4462.6256,2.5402,48.2029,16.7656,1.2554,1.1763
4462.778,2.4822,53.324,20.4291,1.1707,1.0795
4462.9304,2.4057,50.1642,20.1997,1.0792,0.9879
4463.0828,2.3459,54.9091,20.0667,0.9384,0.899
4463.2352,2.3409,58.2193,22.3326,0.7621,0.7799
4463.3876,2.3682,58.131,20.6816,0.6389,0.6976
4463.54,2.3574,69.2733,21.7201,0.5726,0.6447
4463.6924,2.324,64.2292,23.4653,0.5255,0.5912
4463.8448,2.3291,59.0312,24.2255,0.4734,0.5432
4463.9972,2.3447,52.1701,25.9893,0.4232,0.5013
4464.1496,2.3329,50.823,26.9428,0.3807,0.4656
4464.302,2.3001,47.7183,31.0608,0.3605,0.4495
4464.4544,2.276,49.076,25.4101,0.348,0.4441
4464.6068,2.2778,42.9962,25.7264,0.3439,0.4423
4464.7592,2.291,49.2684,29.6971,0.3479,0.4428
4464.9116,2.303,57.3306,25.5745,0.3655,0.4516
4465.064,2.3067,55.8154,25.701,0.3976,0.4847
4465.2164,2.3125,59.2674,22.6674,0.4469,0.564
4465.3688,2.3753,47.7962,23.4575,0.5071,0.6641
4465.5212,2.4838,49.6604,20.1879,0.5899,0.7603
4465.6736,2.5456,43.4178,17.1445,0.6576,0.8312
4465.826,2.5609,43.2332,16.0907,0.7201,0.9124
4465.9784,2.5611,40.5992,14.8782,0.8328,0.9773
4466.1308,2.5312,40.3105,13.4566,0.9304,0.9866
4466.2832,2.4752,38.5802,15.1677,0.9986,0.9636
4466.4356,2.4092,45.6188,15.2893,0.9781,0.8898
4466.588,2.3611,49.2614,17.6439,0.9095,0.8036
4466.7404,2.3594,52.4982,20.6423,0.8218,0.7644
4466.8928,2.3751,68.0564,20.4548,0.7441,0.7177
4467.0452,2.3819,66.6987,23.1778,0.6916,0.6789
4467.1976,2.381,72.559,23.969,0.6556,0.658
4467.35,2.384,72.559,25.1737,0.6482,0.6534
4467.5024,2.3839,70.456,22.3825,0.6454,0.6661
4467.6548,2.3769,60.1675,20.7493,0.6516,0.6896
4467.8072,2.362,49.4784,27.4054,0.6596,0.7085
4467.9596,2.3652,45.9582,22.8595,0.6626,0.7153
4468.112,2.4005,40.0464,20.3808,0.656,0.7152
4468.2644,2.4246,38.519,18.5726,0.6498,0.6964
4468.4168,2.3944,42.1021,16.8277,0.6451,0.6801
4468.5692,2.3628,46.4499,25.5447,0.6427,0.6619
4468.7216,2.3614,58.8999,22.8326,0.6415,0.6502
4468.874,2.3664,65.0148,21.605,0.6402,0.6482
4469.0264,2.369,74.8615,23.9863,0.637,0.6624
4469.1788,2.3997,69.4167,26.1921,0.6183,0.6912
4469.3312,2.4306,61.3284,24.1673,0.6219,0.7137
4469.4836,2.424,62.1253,22.0359,0.6512,0.73
4469.636,2.4001,64.4041,21.952,0.708,0.7518
4469.7884,2.373,67.7476,21.6412,0.8294,0.789
4469.9408,2.3776,61.2767,24.3745,0.9552,0.8387
4470.0932,2.4253,46.5198,21.511,1.0637,0.9227
4470.2456,2.4811,44.3976,14.9697,1.2017,1.071
4470.398,2.5354,35.8316,11.8061,1.3688,1.2742
4470.5504,2.5757,43.6496,11.7062,1.522,1.499
4470.7028,2.5979,41.8003,11.3103,1.6136,1.669
4470.8552,2.6188,40.5975,11.0468,1.6091,1.6352
4471.0076,2.6187,38.519,12.3473,1.5192,1.5181
4471.16,2.6045,43.2227,12.3095,1.4243,1.3787
4471.3124,2.5758,50.0068,13.4542,1.3422,1.1822
4471.4648,2.5326,43.3583,14.6901,1.2541,1.0375
4471.6172,2.4968,41.2282,17.5002,1.1806,0.9316
4471.7696,2.4847,40.7103,17.3877,1.0389,0.8226
4471.922,2.5039,36.8639,18.372,0.8836,0.7231
4472.0744,2.5008,40.6482,20.6462,0.7398,0.6453
4472.2268,2.4035,49.3682,20.7858,0.6226,0.5919
4472.3792,2.3339,53.6188,24.0642,0.606,0.5798
4472.5316,2.2936,55.385,19.8895,0.5845,0.5753
4472.684,2.2959,54.2863,22.4537,0.5578,0.5729
4472.8364,2.3273,50.6436,24.1527,0.5332,0.5568
4472.9888,2.348,49.7408,22.6031,0.4974,0.5189
4473.1412,2.341,48.7663,21.8964,0.4567,0.4669
4473.2936,2.3225,48.0945,28.3407,0.425,0.4307
4473.446,2.2976,48.056,29.4221,0.3987,0.4066
4473.5984,2.2625,49.6822,28.0119,0.3678,0.393
4473.7508,2.2465,47.4454,26.3952,0.3498,0.384
4473.9032,2.2407,45.1884,27.5957,0.3373,0.3826
4474.0556,2.2417,39.5364,29.1058,0.3273,0.3872
4474.208,2.2651,42.313,27.4298,0.322,0.393
4474.3604,2.2863,47.1864,24.1094,0.3182,0.3993
4474.5128,2.2895,50.2395,22.1853,0.3187,0.406
4474.6652,2.3031,43.5315,22.853,0.329,0.4142
4474.8176,2.3478,45.5182,25.932,0.3414,0.4253
4474.97,2.3866,46.5811,20.6231,0.3603,0.4392
4475.1224,2.3922,40.5345,22.2051,0.3836,0.4553
4475.2748,2.3821,39.8032,18.8228,0.4015,0.4686
4475.4272,2.3624,42.1021,21.213,0.4133,0.4863
4475.5796,2.3413,46.9765,23.7827,0.4372,0.5083
4475.732,2.3473,55.4524,20.2053,0.477,0.532
4475.8844,2.3695,55.1637,27.0966,0.5129,0.5559
4476.0368,2.3793,57.9884,22.8431,0.5419,0.583
4476.1892,2.3578,57.551,29.0953,0.5607,0.5905
4476.3416,2.3244,53.1105,24.4731,0.5669,0.5873
4476.494,2.2938,52.8516,23.907,0.5663,0.5837
4476.6464,2.2838,62.6476,19.8871,0.5706,0.5822
4476.7988,2.3124,58.683,22.2362,0.5698,0.5842
4476.9512,2.335,53.8568,21.1903,0.5656,0.5853
4477.1036,2.3454,55.3238,24.8147,0.5623,0.5901
4477.256,2.3511,53.6494,22.937,0.5633,0.6037
4477.4084,2.3503,50.4232,19.9827,0.5661,0.6196
4477.5608,2.3457,57.1608,20.7194,0.5662,0.6292
4477.7132,2.3404,47.2993,19.8414,0.5645,0.6331
4477.8656,2.3502,47.064,18.8436,0.5644,0.6324
4478.018,2.3555,48.4146,19.9029,0.5944,0.6331
4478.1704,2.3395,46.3204,28.4681,0.6115,0.636
4478.3228,2.3294,46.5662,25.8717,0.6375,0.6507
4478.4752,2.3329,46.3746,16.8257,0.6779,0.667
4478.6276,2.3662,40.587,15.2602,0.7342,0.677
4478.78,2.4107,36.0433,14.953,0.8328,0.6826
4478.9324,2.4334,36.4317,15.4875,0.957,0.913
4479.0848,2.4436,35.8806,12.8317,1.1027,1.079
4479.2372,2.479,34.4914,13.435,1.2184,1.1821
4479.3896,2.5153,33.0847,14.3397,1.3081,1.2745
4479.542,2.5029,43.0697,14.0749,1.3783,1.3431
4479.6944,2.4906,36.7274,12.859,1.4385,1.379
4479.8468,2.5055,41.8222,11.9262,1.4964,1.426
4479.9992,2.5362,40.3438,13.4669,1.5313,1.4748
4480.1516,2.552,36.7274,11.6876,1.5655,1.5085
4480.304,2.5479,39.9291,13.5632,1.5958,1.5278
4480.4564,2.5482,41.775,13.0774,1.6093,1.5378
4480.6088,2.545,36.5813,12.9547,1.6485,1.5412
4480.7612,2.5362,37.3607,11.8183,1.6716,1.5575
4480.9136,2.5387,38.372,10.9857,1.6506,1.5671
4481.066,2.5504,38.5793,11.9789,1.6307,1.5595
4481.2184,2.5638,36.8507,13.2888,1.629,1.5306
4481.3708,2.5693,31.6851,15.3,1.6579,1.4589
4481.5232,2.536,37.5077,15.0869,1.6511,1.3714
4481.6756,2.4486,42.9796,16.9634,1.6158,1.2932
4481.828,2.3688,45.6853,25.0053,1.5827,1.2219
4481.9804,2.356,54.4542,23.9472,1.5286,1.1808
4482.1328,2.3979,53.3415,17.5963,1.4435,1.1347
4482.2852,2.4269,49.076,25.4743,1.3313,1.0299
4482.4376,2.4153,51.2953,29.3655,1.2985,0.9278
4482.59,2.3975,54.3493,33.4089,1.2497,0.8285
4482.7424,2.3792,64.6736,29.4014,1.0276,0.7493
4482.8948,2.3526,65.7767,27.2765,0.8832,0.6731
4483.0472,2.2981,60.681,26.8641,0.7527,0.5887
4483.1996,2.2682,54.6432,23.7879,0.6347,0.5188
4483.352,2.2643,54.6432,24.9436,0.554,0.4883
4483.5044,2.2566,48.8862,29.1649,0.4998,0.4736
4483.6568,2.2609,43.7879,30.5589,0.4607,0.4622
4483.8092,2.2724,50.3025,22.8276,0.4431,0.4637
4483.9616,2.2875,50.3497,23.5104,0.4446,0.4699
4484.114,2.3071,51.7975,21.608,0.4628,0.4885
4484.2664,2.341,53.7544,19.59,0.5077,0.5127
4484.4188,2.3862,55.651,23.9617,0.5621,0.5575
4484.5712,2.4333,58.1144,19.7411,0.6029,0.62
4484.7236,2.4541,51.06,20.0066,0.6234,0.6596
4484.876,2.3941,45.9714,24.0062,0.6282,0.6709
4485.0284,2.3266,42.9979,17.6066,0.629,0.6568
4485.1808,2.3195,42.9979,22.9632,0.6293,0.6315
4485.3332,2.3368,48.5056,24.4785,0.623,0.6013
4485.4856,2.3425,54.8181,29.5739,0.6073,0.5677
4485.638,2.3466,53.5444,24.2928,0.5799,0.5409
4485.7904,2.3498,56.2581,24.1365,0.5469,0.522
4485.9428,2.3432,53.8235,26.439,0.5191,0.5085
4486.0952,2.3219,56.4348,22.7483,0.493,0.4983
4486.2476,2.2911,54.0308,24.6553,0.4663,0.4965
4486.4,2.2808,49.3367,23.7177,0.45,0.5015
4486.5524,2.314,35.3636,20.7722,0.4487,0.5149
4486.7048,2.3445,32.2764,24.609,0.4525,0.5275
4486.8572,2.3399,31.8355,19.025,0.4627,0.5426
4487.0096,2.3113,34.1004,19.5368,0.475,0.5583
4487.162,2.3174,38.6554,24.7113,0.488,0.5733
4487.3144,2.3992,37.5759,22.3996,0.5172,0.5972
4487.4668,2.5111,36.2183,19.0487,0.5763,0.6574
4487.6192,2.5895,33.1442,14.2793,0.6462,0.7475
4487.7716,2.6118,35.8255,11.7853,0.7238,0.8196
4487.924,2.6094,43.2009,12.1179,0.8267,0.9131
4488.0764,2.6058,41.9727,11.5462,1.0034,1.0535
4488.2288,2.6002,44.1509,10.286,1.2679,1.262
4488.3812,2.6024,46.8663,10.4076,1.5941,1.5091
4488.5336,2.5948,40.0376,9.8754,1.8621,1.7468
4488.686,2.5851,43.6155,11.2234,2.1419,1.9878
4488.8384,2.5968,38.7385,11.0651,2.2783,2.1689
4488.9908,2.6083,41.4233,9.9047,2.301,2.232
4489.1432,2.5953,31.7725,10.361,2.2851,2.2279
4489.2956,2.5946,37.1753,10.2801,2.2269,2.2176
4489.448,2.6031,40.9693,9.5753,2.0856,2.183
4489.6004,2.608,44.5043,8.8,2.0247,2.144
4489.7528,2.6091,36.6242,9.5615,1.9665,2.0905
4489.9052,2.6154,39.245,8.3273,1.8915,2.043
4490.0576,2.6191,39.9755,8.4453,1.8082,2.0008
4490.21,2.6111,38.4787,9.3966,1.7367,1.9633
4490.3624,2.5979,34.0995,11.2287,1.6876,1.9349
4490.5148,2.5847,38.1699,7.9777,1.6546,1.9103
4490.6672,2.5866,36.164,8.9278,1.6171,1.8866
4490.8196,2.5854,36.8201,10.4752,1.59,1.8495
4490.972,2.5716,37.6232,8.1894,1.5606,1.7487
4491.1244,2.5635,33.4548,9.5758,1.5193,1.6317
4491.2768,2.565,41.125,10.5375,1.4784,1.5682
4491.4292,2.5698,42.2771,10.4517,1.4387,1.5328
4491.5816,2.5706,38.1341,11.4125,1.4015,1.4942
4491.734,2.5629,34.9516,12.2177,1.372,1.475
4491.8864,2.5289,43.8325,12.6232,1.3378,1.4508
4492.0388,2.5097,40.4453,13.3179,1.2939,1.4275
4492.1912,2.5274,45.6188,13.0553,1.2695,1.4219
4492.3436,2.5423,47.8627,15.1588,1.2565,1.4216
4492.496,2.5362,40.552,15.8574,1.2339,1.4068
4492.6484,2.5145,41.3533,14.9913,1.2141,1.3766
4492.8008,2.477,46.7455,14.1415,1.1966,1.3498
4492.9532,2.4449,45.8865,13.6453,1.206,1.3266
4493.1056,2.4492,45.7894,15.8926,1.2312,1.3456
4493.258,2.4983,45.0449,14.5888,1.2381,1.422
4493.4104,2.5318,45.4019,15.9506,1.2562,1.4768
4493.5628,2.5607,45.8401,13.6731,1.2726,1.5008
4493.7152,2.5872,48.4313,13.5776,1.2776,1.5105
4493.8676,2.5923,47.8268,11.0121,1.2923,1.5035
4494.02,2.5794,45.6853,10.6041,1.3073,1.4845
4494.1724,2.5716,48.7313,12.7116,1.3226,1.4674
4494.3248,2.5534,50.1677,12.6196,1.3211,1.4539
4494.4772,2.5378,47.2407,13.2362,1.3103,1.4509
4494.6296,2.5595,44.4868,12.1116,1.2793,1.4417
4494.782,2.6069,40.0988,11.9846,1.2556,1.43
4494.9344,2.6438,43.1685,14.0409,1.2512,1.4083
4495.0868,2.6199,53.4815,12.1085,1.2636,1.3798
4495.2392,2.5661,47.3028,13.4353,1.2751,1.3726
4495.3916,2.5209,45.7754,14.9627,1.2764,1.3852
4495.544,2.4917,43.3076,14.7512,1.2835,1.3981
4495.6964,2.4816,33.1442,16.835,1.288,1.4251
4495.8488,2.4915,38.784,19.2795,1.3097,1.4713
4496.0012,2.5193,41.7303,15.4677,1.3213,1.5327
4496.1536,2.5451,33.7111,13.2097,1.3496,1.5663
4496.306,2.5627,38.9249,12.4795,1.3861,1.5769
4496.4584,2.5725,38.7342,9.3964,1.4438,1.5967
4496.6108,2.5684,37.9294,11.1454,1.4872,1.62
4496.7632,2.5719,35.7879,11.7254,1.5121,1.6288
4496.9156,2.5738,41.649,13.1418,1.5275,1.6298
4497.068,2.575,41.0594,13.3355,1.5361,1.6366
4497.2204,2.5587,37.4019,15.0092,1.5433,1.6443
4497.3728,2.5528,39.0963,14.9087,1.5551,1.6388
4497.5252,2.5517,37.2033,13.8994,1.5651,1.6221
4497.6776,2.5466,40.9885,16.069,1.5767,1.6111
4497.83,2.5392,40.1225,14.2308,1.5797,1.5982
4497.9824,2.5336,42.3016,15.8298,1.5847,1.5873
4498.1348,2.5216,46.7018,13.4166,1.5948,1.5868
4498.2872,2.5162,48.3727,14.5116,1.5788,1.5766
4498.4396,2.5239,52.4938,15.4413,1.5653,1.5561
4498.592,2.5521,50.9341,15.351,1.5607,1.5364
4498.7444,2.5925,58.3383,14.6409,1.547,1.5165
4498.8968,2.6054,49.4495,15.7918,1.5013,1.4972
4499.0492,2.5815,44.3775,14.9969,1.428,1.474
4499.2016,2.5571,42.7897,15.0762,1.3236,1.4068
4499.354,2.5432,43.4423,19.7718,1.268,1.3125
4499.5064,2.5234,45.6853,16.7935,1.2296,1.2561
4499.6588,2.5007,48.4741,20.0419,1.1933,1.2109
4499.8112,2.4845,46.3186,16.484,1.1563,1.1685
4499.9636,2.4915,44.2366,13.6209,1.1141,1.1294
4500.116,2.5115,41.523,13.3916,1.0691,1.1
4500.2684,2.5149,35.8071,12.367,1.0412,1.0676
4500.4208,2.5098,34.04,12.6264,1.0194,1.0548
4500.5732,2.4989,35.5954,19.812,0.9925,1.0408
4500.7256,2.4843,37.2068,21.7877,0.9532,1.0179
4500.878,2.4531,33.7811,15.9498,0.9145,0.9773
4501.0304,2.4293,39.0438,21.2151,0.8891,0.9235
4501.1828,2.4232,35.1912,21.1661,0.8732,0.9038
