Ca,Fe,Mg,target
7.292999999999999,11.1141,3.99186,basalt
6.37065,9.4365,4.75767,basalt
6.628049999999999,8.457899999999999,4.63104,basalt
6.79965,9.2967,4.27527,basalt
5.98455,8.57673,4.54059,basalt
6.9025599500000006,6.57621996,4.9831317,basalt
7.06908345,5.8866285,3.53184939,basalt
7.131169004246015,6.239797259477596,4.204014618399327,basalt
6.92262701895923,6.6025823747146895,4.939667301965434,basalt
6.819353978826582,6.721056803124869,5.330122891063938,basalt
7.01670785162048,6.253818101905511,3.3261309750581627,basalt
6.931865713572234,6.261225855085109,3.4315386869966065,basalt
6.9816302254741744,6.143953093176841,3.86872051636832,basalt
7.1648575831397565,6.2938135748640605,4.101772988468414,basalt
6.8796628734831575,6.801087745724206,4.81272631116493,basalt
7.140935085968004,6.745906411398573,5.149404821281311,basalt
6.973156941541118,6.654557593887407,5.142297087868518,basalt
7.334106281367222,6.264690547985251,3.593331782638141,basalt
7.0642000000000005,6.32595,4.17276,basalt
7.6219,6.50769,5.08329,basalt
7.307300000000001,6.80127,4.54662,basalt
7.67195,6.73836,4.14261,basalt
6.89975,6.521669999999999,3.48534,basalt
6.7925,6.759329999999999,3.81096,basalt
5.21235,6.479729999999999,1.73664,basalt
7.51465,6.68244,3.91347,basalt
5.8058,10.89042,2.94264,basalt
7.100950587829662,8.559328732950911,3.4244783244701447,basalt
7.008843734653825,8.684027672920461,3.8265333853091272,basalt
6.972995907042816,8.836358343140015,3.071836634457879,basalt
6.973976916655784,9.111368516146811,3.153342592792067,basalt
7.800225001881597,8.774805137417006,4.083970457350362,basalt
7.452187005886837,8.723703878215556,3.759906247718572,basalt
6.732428442458618,8.171540051917567,4.004112936801227,basalt
7.7147447847007395,8.255313319929408,3.995406523896593,basalt
6.501046885991394,9.910515580894442,3.4550205688957063,basalt
7.839043187328782,8.39355149541831,4.087645121144129,basalt
6.664607147017405,8.335250554522549,3.604541326686504,basalt
6.688138486672678,8.439480793843865,4.076060864887588,basalt
7.988772149934004,6.512142637675153,5.103586127803696,basalt
7.406587335375799,6.355732877147583,5.4734337236350905,basalt
7.308182489674709,5.949205964640884,3.847305697956812,basalt
6.978124955328542,6.789598065334737,5.54914088350873,basalt
7.8976037680370546,6.436501005675724,5.295358479350332,basalt
7.432927776227238,6.478749778357424,5.377918431897469,basalt
9.310015,7.4909034,4.812543,basalt
8.272549999999999,7.465319999999999,3.7989,basalt
6.179250219999999,7.932011544,4.349008458,basalt
6.02043728,8.162581586999998,7.055333964,basalt
7.787905839999999,6.48922941,5.65401141,basalt
6.219044975,8.411710079999999,4.222623275999999,basalt
7.075444805,9.271855443,3.963698694,basalt
5.48405,7.40241,2.88234,basalt
6.2491,6.018389999999999,2.63511,basalt
5.05505,8.269169999999999,5.16771,basalt
6.985549999999999,8.926229999999999,3.53358,basalt
7.772049999999999,7.940639999999999,4.31748,basalt
7.7935,6.23508,5.42097,basalt
8.22246425,9.33102789,3.52966653,basalt
6.1776,6.38886,5.05314,basalt
5.08365,7.1298,5.02299,basalt
6.3063,6.81525,4.75164,basalt
5.577,7.31853,5.240069999999999,basalt
5.8058,7.25562,3.63609,basalt
5.09795,6.77331,5.10741,basalt
4.84055,7.84278,6.51843,basalt
5.4197,7.688999999999999,4.81194,basalt
5.291,7.178729999999999,4.8843,basalt
5.105099999999999,7.479299999999999,5.92146,basalt
5.06935,5.75976,3.25017,basalt
5.3911,6.598559999999999,4.55868,basalt
6.65665,6.2211,4.40793,basalt
5.51265,5.557049999999999,3.81096,basalt
5.870150000000001,4.927949999999999,3.15972,basalt
5.94165,6.752339999999999,4.95666,basalt
7.235799999999999,7.688999999999999,4.17276,basalt
5.047899999999999,8.11539,4.178789999999999,basalt
5.38395,8.08743,4.46823,basalt
5.29815,7.79385,4.4622,basalt
5.72,8.83536,3.38283,basalt
5.82725,8.688569999999999,5.01093,basalt
