Nombre,SiO2,Al2O3,CaO,Na2O,K2O,FeOT,MgO,MnO,TiO2
dacite,67.8,15.2,3.16,1.41,2.72,5.38,3.16,0.05,1.02
dacite,58.52,16.04,5.14,3.63,2.82,6.41,2.77,0.16,0.89
dacite,65.51,14.98,2.11,2.55,5.74,4.49,1.49,0.05,0.51
dacite,68.1,15.91,0.12,0.15,3.76,3.67,1.11,0.01,0.56
dacite,65.15,14.26,2.02,2.57,5.63,7.25,1.04,0.07,0.48
dacite,64.39,15.93,4.18,3.59,3.267,4.71,2.01,0.091,0.76
dacite,64.01,16.56,5.47,3.2,2.178,4.9,2.02,0.072,0.6
dacite,64.0,17.5,5.13,4.5,1.33,4.45,2.1,0.07,0.66
dacite,63.0,17.7,5.45,4.55,1.24,4.54,2.31,0.07,0.67
dacite,63.0,17.8,5.48,4.55,1.25,4.48,2.3,0.07,0.67
dacite,62.8,17.6,5.32,4.45,1.26,4.43,2.26,0.07,0.64
dacite,63.0,17.5,5.27,4.54,1.26,4.47,2.22,0.07,0.65
dacite,63.2,18.0,5.46,4.52,1.27,4.59,2.28,0.07,0.68
dacite,65.69,13.47,4.48,3.4,4.03,2.45,1.12,0.05,0.45
dacite,63.86,15.94,4.35,4.44,2.67,4.1,2.09,0.06,0.84
dacite,64.2,16.17,4.43,4.52,2.63,4.23,2.18,0.06,0.85
dacite,62.87,15.86,4.6,4.42,2.61,4.16,2.49,0.06,0.78
dacite,63.76,16.26,4.62,4.2,2.84,4.38,2.4,0.06,0.74
dacite,64.16,16.27,4.67,4.25,2.82,4.28,2.36,0.06,0.74
dacite,63.85,16.21,4.71,4.23,2.8,4.28,2.37,0.06,0.74
dacite,62.98,16.0,4.79,4.1,2.86,4.31,2.41,0.07,0.76
dacite,63.56,16.21,4.75,4.4,2.57,4.51,2.46,0.06,0.84
dacite,62.46,16.0,5.0,4.38,2.53,4.28,2.43,0.06,0.83
dacite,64.02,16.22,4.53,4.4,2.64,4.32,2.34,0.06,0.81
dacite,65.16,16.3,4.14,4.44,2.81,3.92,1.99,0.05,0.71
dacite,63.89,16.4,4.55,4.52,2.62,4.32,2.2,0.06,0.81
dacite,65.29,16.32,4.07,4.45,2.81,3.9,1.93,0.05,0.71
dacite,65.11,16.32,4.13,4.46,2.8,3.95,1.97,0.05,0.72
dacite,63.89,16.34,4.49,4.49,2.64,4.2,2.29,0.06,0.81
dacite,63.92,15.88,4.18,3.95,3.04,4.15,2.29,0.06,0.75
dacite,62.11,16.07,4.78,3.92,2.96,4.83,2.55,0.07,0.9
dacite,64.62,16.04,4.19,4.24,2.82,4.2,2.32,0.06,0.75
dacite,60.01,14.85,4.91,0.29,5.25,3.96,1.95,0.16,0.66
dacite,62.47,15.52,2.54,0.65,5.05,4.47,2.07,0.18,0.66
dacite,61.89,15.47,3.28,0.56,5.2,4.11,1.97,0.13,0.65
dacite,61.11,15.3,4.32,0.13,5.58,3.62,1.81,0.15,0.64
dacite,66.15,15.6,0.76,0.33,5.53,3.96,1.99,0.13,0.65
dacite,64.99,15.18,3.98,4.36,1.22,3.8,1.23,0.124,0.356
dacite,65.22,13.25,2.43,2.81,1.65,5.27,3.93,0.07,0.65
dacite,68.34,13.77,2.75,5.18,1.33,3.9,1.31,0.2,0.74
dacite,66.45,12.88,3.23,1.91,2.05,4.58,2.93,0.07,0.6
dacite,67.09,14.5,1.25,0.18,3.34,5.91,2.14,0.02,0.7
dacite,69.54,15.37,3.27,4.4,2.45,3.23,1.04,0.093,0.493
dacite,69.58,15.06,3.28,4.56,2.37,3.33,1.09,0.088,0.526
dacite,66.3,17.7,1.41,5.4,1.71,3.69,0.92,0.02,0.59
dacite,67.6,11.74,2.96,3.5,0.38,5.77,3.65,0.1,0.36
dacite,68.0,15.1,3.23,3.3,1.8,4.32,1.36,0.09,0.62
dacite,48.88,14.08,10.9,2.24,0.13,12.14,7.33,0.21,1.04
dacite,66.25,14.66,5.12,4.15,2.03,2.26,0.67,0.1,0.31
dacite,64.17,16.18,4.88,2.78,1.14,3.63,3.0,0.06,0.45
dacite,70.04,12.5,3.995,3.448,1.534,3.88,1.127,0.07732,0.3869
dacite,69.8,12.58,4.031,3.31,1.667,3.97,1.142,0.07813,0.3836
dacite,68.73,12.08,3.99,4.841,1.51,3.62,1.301,0.07876,0.3062
dacite,72.81,11.92,3.476,3.369,1.466,3.18,0.894,0.07472,0.2901
dacite,71.72,12.49,3.948,3.301,1.318,3.9,0.945,0.0888,0.309
dacite,71.8,12.13,4.166,2.975,1.39,4.12,0.851,0.09341,0.3268
dacite,70.99,12.76,4.001,3.437,1.474,3.88,1.058,0.07656,0.382
dacite,70.38,12.68,3.989,3.471,1.546,3.99,1.089,0.07738,0.3883
dacite,69.91,12.48,4.224,3.577,1.652,4.11,1.129,0.08162,0.3889
dacite,71.69,12.34,3.834,3.316,1.409,3.73,0.891,0.08551,0.2983
dacite,72.37,12.23,3.985,3.011,1.389,3.91,0.802,0.08928,0.3201
dacite,72.73,12.23,3.835,3.264,1.282,3.66,0.857,0.08476,0.3016
dacite,73.18,12.1,3.814,3.243,1.49,3.39,0.971,0.07567,0.3067
dacite,72.89,12.34,3.57,3.472,1.423,3.2,0.965,0.07027,0.2904
dacite,72.98,12.1,3.781,3.294,1.445,3.41,0.956,0.07408,0.3029
dacite,72.96,11.87,3.834,3.039,1.52,3.55,0.918,0.07806,0.325
dacite,72.22,11.81,4.008,2.827,1.424,3.57,0.881,0.07563,0.3363
dacite,71.15,12.12,4.363,2.995,1.706,4.02,0.823,0.08544,0.3646
dacite,60.5,10.92,7.985,4.923,1.097,3.74,1.487,0.1181,0.2921
dacite,64.92,12.0,5.267,5.12,0.736,5.04,1.708,0.103,0.351
dacite,66.44,11.39,5.214,4.826,1.239,3.64,1.224,0.09354,0.2983
dacite,61.36,16.14,4.24,4.22,2.46,5.08,1.76,0.15,0.84
dacite,62.22,16.44,3.65,4.06,2.45,5.18,1.97,0.1,0.96
dacite,62.02,16.32,3.81,3.93,2.27,5.46,2.11,0.14,0.91
dacite,61.71,16.07,3.79,3.13,2.56,4.99,2.11,0.07,0.78
dacite,61.97,15.87,5.49,2.75,2.34,4.94,2.86,0.09,0.62
dacite,63.62,15.57,3.19,3.47,2.78,4.61,1.42,0.1,0.72
dacite,62.86,16.83,4.33,4.18,2.23,5.1,1.73,0.05,1.0
dacite,64.73,15.8,1.26,3.29,3.12,4.45,1.45,0.06,0.73
dacite,63.7,16.7,3.74,3.87,2.2,3.57,0.58,0.05,0.47
dacite,64.9,16.7,4.09,3.64,2.21,3.37,0.47,0.04,0.45
dacite,67.31,15.56,3.17,3.53,3.11,3.25,1.68,0.07,0.47
dacite,67.62,15.45,1.88,2.63,3.74,4.25,1.84,0.11,0.59
dacite,64.05,16.2,6.65,2.23,2.17,5.07,1.29,0.12,0.78
dacite,65.3,15.12,5.67,2.22,1.87,5.36,1.86,0.12,0.78
dacite,65.46,13.97,4.87,2.95,1.92,7.13,1.92,0.15,0.9
dacite,64.7,16.16,4.68,5.44,1.32,2.93,3.97,0.06,0.3
dacite,64.68,16.39,3.01,5.56,1.88,3.08,4.58,0.06,0.31
dacite,66.41,16.75,2.8,5.32,1.88,2.92,3.11,0.06,0.32
dacite,64.38,16.67,2.49,5.62,1.8,2.96,5.27,0.05,0.31
dacite,65.52,16.56,2.89,5.82,1.75,2.88,3.79,0.06,0.31
dacite,67.62,17.37,4.64,4.31,0.61,2.79,1.88,0.05,0.32
dacite,69.14,17.07,2.62,4.47,0.88,2.82,2.24,0.05,0.32
dacite,68.25,16.95,3.26,4.58,1.15,3.11,1.94,0.04,0.28
dacite,66.98,17.22,4.78,4.17,0.85,3.01,2.19,0.05,0.32
dacite,63.56,15.49,3.84,4.78,2.09,4.67,1.48,0.13,0.8
dacite,65.74,14.97,2.62,4.95,3.02,4.15,0.52,0.07,0.75
dacite,68.2,13.0,5.65,3.5,1.34,3.9,1.62,0.09,0.53
dacite,66.1,15.4,4.1,4.8,0.32,2.43,1.79,0.07,0.45
dacite,69.3,14.7,2.77,4.7,1.67,2.71,0.8,0.03,0.36
dacite,66.6,16.8,2.2,5.4,1.51,2.43,0.54,0.04,0.22
dacite,68.8,14.2,4.59,3.3,1.29,4.86,1.1,0.07,0.59
dacite,64.73,16.98,3.65,4.26,3.33,5.36,0.4,0.09,0.88
dacite,66.68,16.89,3.19,3.86,2.81,4.83,0.49,0.08,0.9
dacite,67.59,15.4,3.38,2.86,2.98,5.73,0.58,0.08,1.02
dacite,67.01,15.45,2.9,3.91,4.24,5.13,0.33,0.12,0.7
dacite,64.87,15.45,3.3,4.28,3.7,6.4,0.89,0.14,0.71
dacite,68.73,14.8,2.05,4.3,3.78,5.0,0.55,0.09,0.52
dacite,64.45,15.29,3.82,3.96,3.58,6.75,0.82,0.12,0.88
dacite,67.52,14.81,4.44,3.34,2.66,4.39,1.78,0.1,0.62
dacite,64.466108874902,16.6024767507452,4.57583825886751,4.30684556386371,1.66521159102841,4.2,2.20960107355811,0.0578004978721812,0.551238626293505
dacite,65.2881793270654,16.9292082212376,3.75114669876184,4.87868036083585,1.71513113181814,3.64,1.26190745707615,0.079254138660416,0.445409506029437
dacite,63.5462137193831,17.028730424855,3.8769357747621,4.12277194114469,1.32188093713063,4.14,0.242785982807103,0.0033649250974176,0.519462341668295
dacite,63.6765306264878,16.6561743757899,4.74446052916588,4.6095310008747,1.63721302101523,4.5,2.44564039677903,0.0785026640189973,0.597584230082891
dacite,63.8,17.28,5.3,4.58,1.32,4.57,1.77,0.09,0.55
dacite,63.2023052306037,17.1278639618138,5.37570042796006,4.54653019891501,1.2775015015015,4.44,1.95420689655172,0.0881817840375587,0.56080281124498
dacite,64.4691623598571,16.3560289757667,4.54125184652135,4.48990525499644,1.90697813147294,4.04,2.21995865766505,0.0695040722324667,0.548883016533596
dacite,63.1524958381085,17.5185061954342,5.13355401775288,4.4524313561957,1.54373555238402,4.56,2.28512060021313,0.0846352313403913,0.618500974069465
dacite,63.1064109976069,17.495064144871,4.94827203773495,4.45496032769016,1.54113569751427,5.24,1.76023933210106,0.0908756300450017,0.526970360120811
dacite,66.96,14.98,2.35,3.42,5.33,3.56,0.85,0.11,0.46
dacite,62.76,0.303,17.68,0.0,0.101,1.25,0.677,0.505,0.0174
dacite,66.49,14.23,4.0,2.33,2.1,6.78,2.38,0.11,0.66
dacite,70.4,14.65,2.17,4.44,3.64,2.92,0.97,0.08,0.59
dacite,65.89,14.64,4.7,3.36,2.52,5.45,1.9,0.1,0.65
dacite,64.0,16.94,7.61,1.73,0.57,7.19,0.84,0.08,0.89
dacite,64.0,15.8,3.06,3.26,4.54,5.0,2.57,0.07,0.74
dacite,64.37,14.64,4.78,4.31,1.1,4.58,1.99,0.09,0.59
dacite,61.45,16.97,2.15,3.45,5.94,4.14,2.38,0.07,0.57
dacite,65.01,15.78,3.63,3.66,2.65,4.21,2.19,0.07,0.64
dacite,68.73,13.95,3.02,3.57,1.91,4.65,1.82,0.08,0.57
dacite,69.52,13.07,2.82,3.32,1.85,4.79,1.61,0.08,0.53
dacite,66.93,14.11,2.76,2.71,3.43,5.74,1.86,0.08,0.65
dacite,65.25,16.67,0.93,6.68,0.19,5.52,3.03,0.07,0.84
dacite,66.33,14.94,2.86,3.29,4.48,5.39,0.94,0.08,0.9
dacite,63.95,16.15,5.23,3.57,2.24,4.48,2.65,0.1,0.67
dacite,61.75,17.04,5.83,3.39,2.16,4.89,2.67,0.11,0.73
dacite,63.69,15.68,5.22,3.26,2.57,4.59,2.62,0.1,0.69
dacite,64.3,15.96,4.98,3.49,2.38,4.3,2.37,0.1,0.7
dacite,61.78,16.49,5.71,3.38,2.31,5.02,2.99,0.11,0.78
dacite,64.69,15.65,4.89,3.22,2.59,4.72,2.29,0.11,0.71
dacite,62.5,16.3,5.68,3.19,2.26,5.43,2.71,0.12,0.78
dacite,63.12,15.84,4.61,3.74,2.49,4.51,2.43,0.1,0.7
dacite,64.72,15.58,4.59,3.48,2.61,4.78,2.29,0.09,0.79
dacite,64.29,15.97,3.38,5.24,2.58,5.53,0.98,0.19,0.78
dacite,67.81,15.37,2.08,5.44,3.29,4.06,0.49,0.17,0.54
dacite,66.93,15.35,2.33,5.44,2.96,4.78,0.54,0.17,0.63
dacite,70.97,16.53,1.42,3.88,2.25,3.39,0.37,0.12,0.45
dacite,63.62,15.95,3.62,5.18,2.59,5.78,1.12,0.2,0.82
dacite,63.21,16.06,3.95,4.8,2.35,6.04,1.44,0.2,0.81
dacite,67.17,15.5,2.27,5.29,3.08,4.66,0.49,0.2,0.54
dacite,63.56,13.66,1.85,6.15,0.65,10.12,1.45,0.05,1.3
dacite,63.69,13.54,1.58,6.85,0.43,10.87,0.42,0.03,1.3
dacite,64.5,13.04,1.41,6.64,0.47,11.06,0.29,0.03,1.26
dacite,68.11,15.1,1.98,5.4,3.27,4.29,0.4,0.18,0.5
dacite,68.35,15.17,2.02,5.18,3.28,4.23,0.34,0.18,0.47
dacite,70.4,13.9,2.62,3.54,2.46,3.25,0.52,0.08,0.41
dacite,69.6,13.6,0.81,3.94,2.78,4.99,2.4,0.08,0.34
dacite,67.1,13.7,3.79,3.69,1.37,5.76,1.34,0.1,0.34
dacite,66.44,15.92,3.27,4.49,3.14,3.01,1.1,0.09,0.48
dacite,67.86,15.36,3.21,3.95,3.9,3.37,1.43,0.06,0.53
dacite,67.67,15.04,3.2,3.84,3.96,3.45,1.56,0.065,0.52
dacite,64.06,15.82,4.59,3.79,3.52,4.33,2.06,0.076,0.656
dacite,70.721,14.232,2.894,3.24,2.986,3.201,0.936,0.073,0.367
dacite,69.727,14.51,2.96,3.517,2.953,3.917,1.028,0.096,0.427
dacite,69.02,16.5,3.6,4.7,1.25,1.74,0.77,0.05,0.22
dacite,66.99,14.17,2.92,4.16,1.38,3.46,1.93,0.11,0.38
dacite,64.49,16.97,5.12,4.22,0.63,2.91,0.99,0.06,0.27
dacite,66.4,16.6,1.98,4.68,4.29,3.36,0.68,0.1,0.54
dacite,63.4,16.2,3.75,4.6,3.11,5.39,0.76,0.13,0.86
dacite,67.37,16.15,4.43,3.81,2.16,3.44,1.92,0.06,0.57
dacite,67.41,15.9,4.34,3.77,2.19,3.38,1.9,0.06,0.56
dacite,65.68,16.38,4.96,3.88,1.85,3.8,2.39,0.07,0.64
dacite,66.6,16.55,4.89,3.79,1.85,3.44,1.91,0.06,0.54
dacite,66.76,16.1,4.55,3.76,2.09,3.54,2.03,0.07,0.58
dacite,63.58,16.6,5.58,3.75,1.63,4.42,3.2,0.08,0.71
dacite,66.91,16.03,4.53,3.7,2.11,3.54,2.04,0.07,0.59
dacite,66.52,16.69,4.91,3.84,1.83,3.36,1.88,0.06,0.53
dacite,59.93,15.83,6.55,3.93,0.98,8.48,2.45,0.14,1.27
dacite,64.89,15.32,4.66,4.63,1.34,6.38,1.39,0.12,0.95
dacite,64.74,15.74,4.86,4.31,0.36,6.24,1.37,0.11,0.93
dacite,68.87,15.18,2.43,4.89,1.3,4.44,0.67,0.15,0.17
dacite,57.8,16.94,6.3,3.38,1.34,8.74,2.33,0.1,1.0
dacite,61.1,16.05,5.67,4.91,1.3,5.26,2.32,0.06,0.61
dacite,61.18,17.52,5.55,4.62,1.23,5.35,2.28,0.06,0.65
dacite,55.19,18.8,6.81,5.77,0.58,6.62,3.13,0.08,0.78
dacite,57.63,19.2,6.46,4.89,1.29,5.83,2.57,0.08,0.8
rhyolite,68.65,12.21,1.04,5.34,4.35,6.04,0.1,0.18,0.41
rhyolite,68.18,12.47,1.01,5.36,4.37,6.33,0.1,0.18,0.43
rhyolite,68.15,12.42,1.11,5.32,4.3,6.13,0.12,0.19,0.42
rhyolite,70.54,12.06,0.31,5.0,4.71,4.83,0.04,0.22,0.29
rhyolite,75.31,9.72,0.27,3.82,4.37,5.8,0.03,0.08,0.18
rhyolite,74.58,9.51,0.24,3.28,4.47,5.4,0.04,0.06,0.19
rhyolite,59.94,17.16,6.23,4.11,1.0,6.15,2.33,0.19,0.88
rhyolite,75.12,11.99,0.86,3.89,4.37,1.38,0.64,0.07,0.09
rhyolite,75.73,11.98,0.58,3.91,4.87,1.44,0.1,0.07,0.11
rhyolite,66.92,14.66,3.22,4.01,4.73,3.56,0.76,0.12,0.31
rhyolite,73.56,12.01,0.74,3.95,5.12,1.63,0.12,0.09,0.12
rhyolite,72.75,12.93,1.56,4.2,4.6,2.11,0.56,0.1,0.15
rhyolite,74.19,11.76,0.7,3.55,4.67,1.52,0.01,0.08,0.09
rhyolite,73.29,11.99,0.82,4.66,5.64,1.74,0.12,0.11,0.14
rhyolite,74.5,12.21,0.77,4.47,5.15,1.82,0.13,0.11,0.12
rhyolite,74.1,13.3,0.63,3.05,6.45,3.5,0.26,0.06,0.52
rhyolite,67.9,13.6,1.23,4.15,4.62,3.93,0.62,0.09,0.57
rhyolite,68.2,13.7,0.9,3.43,5.71,3.77,0.8,0.09,0.55
rhyolite,73.5,11.6,0.63,2.19,6.44,2.98,0.16,0.05,0.34
rhyolite,72.3,12.0,0.42,2.76,5.87,2.46,0.26,0.05,0.35
rhyolite,73.8,12.0,0.57,2.23,6.02,2.28,0.2,0.04,0.32
rhyolite,74.6,11.5,0.45,2.48,5.79,2.76,0.05,0.04,0.32
rhyolite,73.4,12.0,0.43,1.8,7.13,2.25,0.33,0.03,0.31
rhyolite,70.8,13.0,0.77,3.06,5.16,3.85,0.71,0.06,0.48
rhyolite,72.97,14.82,2.17,3.69,3.3,2.09,0.37,0.05,0.31
rhyolite,67.21,17.87,3.27,3.3,2.01,3.84,1.5,0.07,0.43
rhyolite,67.89,16.7,3.2,3.33,2.33,4.12,1.42,0.08,0.43
rhyolite,75.85,14.39,1.0,3.11,4.47,0.84,0.07,0.02,0.13
rhyolite,76.98,13.52,0.6,2.98,5.2,0.5,0.05,0.04,0.05
rhyolite,74.12,13.6,0.6,3.51,4.59,2.11,0.78,0.08,0.29
rhyolite,74.84,14.06,0.69,2.14,5.9,1.48,0.38,0.07,0.23
rhyolite,76.73,13.35,0.38,1.99,5.71,1.27,0.25,0.06,0.1
rhyolite,65.32,16.62,2.07,4.99,3.88,3.27,0.51,0.09,0.86
rhyolite,66.23,15.95,1.53,3.65,5.7,3.52,1.24,0.08,0.46
rhyolite,67.76,15.66,1.71,3.58,5.42,2.92,0.99,0.07,0.4
rhyolite,72.01,14.34,1.25,3.55,4.79,1.93,0.35,0.06,0.2
rhyolite,72.72,14.42,0.72,3.83,4.44,1.88,0.31,0.04,0.21
rhyolite,73.43,13.84,0.79,2.45,5.06,1.83,0.37,0.07,0.19
rhyolite,72.89,13.8,1.55,2.48,4.72,1.98,0.42,0.06,0.18
rhyolite,71.3,14.56,0.63,2.59,5.41,2.51,0.56,0.04,0.23
rhyolite,67.83,15.44,1.65,3.62,4.17,3.63,1.07,0.07,0.39
rhyolite,72.28,14.1,0.93,2.27,5.23,2.25,0.5,0.06,0.18
rhyolite,67.88,15.01,1.85,3.32,4.73,3.38,0.87,0.08,0.39
rhyolite,71.07,14.56,1.78,3.32,4.37,2.78,0.65,0.13,0.33
rhyolite,75.84,12.95,0.43,5.14,2.74,1.48,0.11,0.03,0.11
rhyolite,74.08,13.4,0.3,4.53,4.21,2.11,0.14,0.04,0.11
rhyolite,75.56,12.97,0.5,3.62,4.68,1.74,0.14,0.04,0.16
rhyolite,74.75,12.81,0.67,4.08,4.22,1.84,0.28,0.06,0.14
rhyolite,76.02,12.94,0.87,3.5,3.21,1.8,0.3,0.11,0.11
rhyolite,72.8,13.51,1.38,3.6,4.25,2.0,0.46,0.07,0.24
rhyolite,72.44,13.85,0.86,3.52,4.26,3.01,0.26,0.08,0.24
rhyolite,75.36,13.07,1.21,2.72,4.35,1.57,0.23,0.03,0.15
rhyolite,76.1,12.12,0.44,3.75,4.69,1.63,0.14,0.04,0.1
rhyolite,75.76,12.31,0.44,3.87,4.9,1.64,0.07,0.03,0.1
rhyolite,75.71,11.92,0.51,2.32,6.5,1.65,0.12,0.05,0.11
rhyolite,76.48,12.21,0.54,3.75,4.67,1.58,0.11,0.04,0.11
rhyolite,76.18,12.31,0.49,3.68,4.92,1.51,0.1,0.03,0.1
rhyolite,75.69,12.22,0.61,2.77,5.73,1.64,0.16,0.03,0.1
rhyolite,72.03,14.74,0.55,3.89,6.32,1.65,0.17,0.04,0.36
rhyolite,71.94,14.8,0.92,3.86,6.03,1.52,0.35,0.05,0.34
rhyolite,75.45,13.14,0.75,2.72,6.39,0.95,0.2,0.07,0.2
rhyolite,75.12,12.84,0.61,3.63,5.86,1.26,0.2,0.08,0.23
rhyolite,57.61,16.96,5.41,3.5,4.59,6.73,2.5,0.07,1.32
rhyolite,69.95,15.53,0.2,4.95,5.82,2.36,0.32,0.08,0.48
rhyolite,71.32,14.42,0.96,2.11,6.71,1.84,0.37,0.05,0.39
rhyolite,76.07,13.61,0.28,2.91,2.6,1.93,0.32,0.06,0.19
rhyolite,70.8,14.21,1.02,3.79,5.09,2.25,0.8,0.07,0.35
rhyolite,75.26,11.43,0.23,2.82,5.36,2.65,0.33,0.07,0.21
rhyolite,77.14,13.68,0.1,3.99,2.19,0.72,0.13,0.04,0.05
rhyolite,73.48,13.59,1.29,3.17,4.79,1.66,0.26,0.03,0.13
rhyolite,74.95,13.02,0.85,2.93,5.46,1.64,0.42,0.04,0.12
rhyolite,75.9,12.74,0.68,1.59,6.51,0.48,0.05,0.01,0.14
rhyolite,75.67,12.94,0.08,4.74,3.51,1.34,0.06,0.02,0.2
rhyolite,75.51,13.24,0.3,3.34,4.11,0.98,0.34,0.0,0.17
rhyolite,74.56,14.96,0.34,2.28,3.65,1.57,0.5,0.04,0.22
rhyolite,73.94,14.97,0.38,2.38,3.46,1.6,0.52,0.05,0.22
rhyolite,73.51,12.1,1.39,4.86,0.79,3.93,0.85,0.09,0.32
rhyolite,75.21,12.5,2.65,5.06,0.09,3.1,0.26,0.03,0.17
rhyolite,71.72,16.05,0.18,5.19,4.16,1.18,0.35,0.03,0.16
rhyolite,72.88,16.97,0.09,6.23,2.23,0.58,0.06,0.02,0.04
rhyolite,74.35,12.12,1.17,6.08,0.27,2.62,1.13,0.11,0.37
rhyolite,77.46,12.59,0.69,2.17,2.65,1.17,0.43,0.03,0.11
rhyolite,77.34,12.56,0.81,2.12,2.48,1.19,0.36,0.02,0.09
rhyolite,67.69,11.9,3.32,1.01,8.05,1.6,0.76,0.28,0.24
rhyolite,76.32,14.01,0.08,2.53,5.22,0.64,0.07,0.01,0.07
rhyolite,68.54,15.09,1.36,3.64,5.17,3.06,0.28,0.09,0.27
rhyolite,75.7,12.8,1.06,3.66,2.15,0.51,0.26,0.02,0.24
rhyolite,77.4,12.0,1.65,2.74,2.79,1.13,0.35,0.03,0.21
rhyolite,73.6,12.9,1.44,2.93,2.99,1.67,0.92,0.04,0.24
rhyolite,74.8,12.6,1.04,3.84,2.44,1.71,0.82,0.05,0.26
rhyolite,76.2,12.3,0.97,2.7,3.52,1.35,0.57,0.03,0.22
rhyolite,74.2,12.7,1.39,5.1,1.26,1.76,0.77,0.06,0.28
rhyolite,77.1,11.9,0.66,4.86,1.91,1.4,0.26,0.02,0.15
rhyolite,78.3,11.4,1.07,2.93,3.43,0.87,0.25,0.02,0.11
rhyolite,72.9,13.5,0.83,3.52,3.15,1.82,1.25,0.04,0.22
rhyolite,74.7,12.6,0.99,2.79,3.07,1.7,0.95,0.04,0.22
rhyolite,76.6,11.8,1.4,2.43,3.4,1.3,0.52,0.03,0.21
rhyolite,70.7,13.87,3.31,3.29,2.01,2.55,0.75,0.08,0.34
rhyolite,71.05,14.13,3.3,3.24,2.05,2.38,0.67,0.08,0.31
rhyolite,71.91,13.4,3.19,3.55,2.08,2.92,0.82,0.08,0.42
rhyolite,68.95,13.22,3.64,3.54,1.95,2.85,0.82,0.08,0.45
rhyolite,70.36,13.82,3.62,3.54,1.37,3.27,0.94,0.1,0.5
rhyolite,70.04,13.74,4.11,3.7,1.54,3.36,1.04,0.12,0.52
rhyolite,71.11,15.19,2.13,3.77,3.33,1.4,0.29,0.04,0.2
rhyolite,74.57,14.05,1.21,3.44,4.75,0.27,0.11,0.04,0.09
rhyolite,74.8,11.2,0.47,3.32,4.9,2.66,0.08,0.07,0.63
rhyolite,74.18,13.65,1.24,4.07,4.42,1.68,0.05,0.02,0.27
rhyolite,75.9,13.0,1.94,0.83,3.01,2.09,1.05,0.02,0.23
rhyolite,75.3,13.3,0.42,1.74,2.57,2.33,1.93,0.02,0.2
rhyolite,75.6,13.4,2.0,0.96,3.0,1.94,1.04,0.04,0.22
rhyolite,76.7,12.5,0.35,2.68,3.89,2.03,0.4,0.02,0.15
rhyolite,80.0,13.8,0.768,0.79,2.95,0.37,0.6,0.008,0.241
rhyolite,75.48,12.91,0.58,4.15,4.71,1.03,0.12,0.052,0.15
rhyolite,75.05,12.31,0.41,4.61,4.74,2.1,0.02,0.066,0.16
rhyolite,74.76,13.34,1.52,4.55,2.88,2.11,0.24,0.085,0.25
rhyolite,74.81,13.24,1.5,4.58,2.89,2.12,0.25,0.088,0.24
rhyolite,74.55,13.28,1.65,4.55,2.82,2.2,0.31,0.085,0.26
rhyolite,74.77,13.29,1.53,4.55,2.84,2.13,0.26,0.088,0.25
rhyolite,74.81,13.21,1.51,4.6,2.87,2.13,0.26,0.09,0.24
rhyolite,74.71,13.32,1.54,4.56,2.88,2.11,0.26,0.089,0.25
rhyolite,75.09,13.17,1.44,4.49,2.91,2.08,0.22,0.086,0.24
rhyolite,75.1,13.21,1.46,4.48,2.87,2.06,0.23,0.085,0.24
rhyolite,75.06,13.11,1.41,4.6,2.94,2.05,0.23,0.086,0.24
rhyolite,74.87,13.25,1.48,4.51,2.94,2.11,0.24,0.086,0.24
rhyolite,75.19,13.05,1.39,4.54,2.95,2.06,0.22,0.086,0.24
rhyolite,73.9,13.6,1.76,4.63,2.76,2.3,0.35,0.095,0.29
rhyolite,74.21,13.48,1.73,4.55,2.76,2.26,0.34,0.095,0.28
rhyolite,74.23,13.48,1.73,4.55,2.74,2.26,0.34,0.093,0.28
rhyolite,74.13,13.51,1.74,4.54,2.74,2.31,0.33,0.103,0.29
rhyolite,74.13,13.54,1.75,4.5,2.75,2.29,0.34,0.096,0.29
rhyolite,74.15,13.53,1.73,4.56,2.74,2.27,0.33,0.1,0.29
rhyolite,74.64,13.34,1.61,4.48,2.78,2.17,0.3,0.09,0.28
rhyolite,74.38,13.45,1.65,4.53,2.83,2.19,0.31,0.094,0.28
rhyolite,74.55,13.38,1.65,4.46,2.8,2.19,0.31,0.092,0.28
rhyolite,74.25,13.49,1.68,4.56,2.82,2.21,0.32,0.093,0.28
rhyolite,74.45,13.38,1.66,4.52,2.79,2.2,0.31,0.093,0.28
rhyolite,74.26,13.43,1.68,4.64,2.79,2.21,0.32,0.095,0.28
rhyolite,74.18,13.48,1.7,4.63,2.78,2.21,0.33,0.094,0.28
rhyolite,74.21,13.48,1.7,4.64,2.79,2.19,0.31,0.093,0.28
rhyolite,74.17,13.47,1.7,4.68,2.78,2.2,0.33,0.093,0.28
rhyolite,74.27,13.47,1.67,4.61,2.78,2.2,0.32,0.093,0.29
rhyolite,74.01,13.57,1.75,4.58,2.74,2.29,0.36,0.093,0.3
rhyolite,74.02,13.57,1.74,4.63,2.76,2.26,0.34,0.094,0.29
rhyolite,73.85,13.61,1.81,4.59,2.74,2.32,0.36,0.096,0.3
rhyolite,74.16,13.52,1.73,4.58,2.78,2.22,0.33,0.094,0.29
rhyolite,74.08,13.55,1.73,4.6,2.77,2.24,0.33,0.094,0.29
rhyolite,74.11,13.54,1.72,4.6,2.77,2.24,0.32,0.095,0.29
