Nombre,SiO2,Al2O3,CaO,Na2O,K2O,FeOT,MgO,MnO,TiO2
basalt,51.1794179402572,11.4147112024514,7.5932000444624,2.64936054473067,0.281985889192529,18.9039787214981,4.44153299182903,0.274378887734993,2.22189578869278
basalt,49.3848029753427,15.0836556425201,11.7844490281945,2.19713610723957,0.424016426196565,11.9642764897435,7.89933945193842,0.175324411844749,1.59985182901863
basalt,49.0783322807444,13.5984237355405,10.4609908155585,2.18706915991871,0.182587100961924,14.2384048005692,5.87470713829332,0.206970139124958,2.8051392325589
basalt,49.0484744960341,14.2967523242733,14.1973445882328,2.10413832278835,0.103428764421239,10.8966584903993,7.53241465310215,0.100118770619793,1.36683250617114
basalt,48.1408019023296,14.3945179465513,11.8560919043595,2.41858461181492,0.280678934800741,13.3337376887287,6.19180219460718,0.247317540988034,2.38252777054435
basalt,47.308545705303,14.6450983840969,11.4866690580476,2.48874358759066,0.313729682269632,14.9179157213738,4.61422649593007,0.251344457275255,2.83778248772578
basalt,48.5998185298509,14.7408069466657,10.0733174442954,2.69232332655154,0.784769987367111,13.6348853098078,5.00764117930251,0.192256359719904,2.92644920248176
basalt,47.4297393448276,17.109540917104,12.7402511692164,1.45161744297596,0.0409807362906019,11.5385378053144,8.03193695477447,0.209395821924761,0.951819958384768
basalt,54.7335495389538,17.9071002410138,13.069699951964,2.52119491551772,0.0922350731608503,4.54542437072451,5.54581536074418,0.0979879285661609,0.344938878402946
basalt,48.2548260231068,14.2088184326284,11.6406568454129,3.04994318064585,0.0503445722341202,13.1344353377222,6.66300172117376,0.194694427098118,1.30119697401677
basalt,46.0396468637576,17.308137103841,9.90804499794836,2.90656361488457,0.994597695906584,13.1800559639419,7.42350154475366,0.22328596597241,1.92640173960898
basalt,48.4937068515589,14.0237486691992,11.9999197076294,2.49654980563112,0.173326671364961,13.4898461624823,7.23592936392269,0.210301567059419,1.81513550045413
basalt,51.4978178928465,18.1533086047907,9.74549266732446,2.30957734850835,0.712354996232654,9.35892138522174,6.54599145279765,0.134388337832376,1.07642371446212
basalt,50.1872862587,14.2550608364862,11.7076633598516,1.99459573438015,0.372266205731622,12.318796454779,7.68448266059152,0.210457852195112,1.59300680636255
basalt,47.5898415552541,15.2708642017125,11.623144392286,2.17472258491912,0.261544936440236,13.1009222275213,7.14246007556134,0.305424643616702,2.22978914499126
basalt,46.5441301781038,14.9487678256775,12.0348805673421,2.36559253110647,0.177546135271431,13.4084747718986,5.48779943801741,0.236801765467582,1.86124807989495
basalt,47.8504342538789,12.7904742674719,11.2330562584757,2.60625958498036,0.198955241851553,15.521333692912,5.82660018302921,0.215932470699158,3.3158353706911
basalt,50.6615938293221,14.2137713335795,12.4743285694271,2.57191207585131,0.260698372288316,13.0723120720781,3.32294779233724,0.127377268522831,3.38420993389927
basalt,47.4349074702487,14.5877578243016,8.67639648448699,3.74495587749601,1.12824353397611,14.8033721481405,4.14797240260268,0.199056676485374,4.05929508973231
basalt,49.06,13.34,12.39,2.39,0.74,10.86,8.53,0.21,0.8
basalt,48.28,12.14,12.48,1.89,1.05,11.16,10.59,0.2,0.73
basalt,50.56,15.53,10.15,3.19,2.34,10.48,5.08,0.21,0.83
basalt,51.06,18.59,8.51,3.44,1.88,9.93,4.07,0.24,0.85
basalt,49.87,15.32,10.84,2.45,1.74,11.08,6.11,0.22,0.83
basalt,51.4,16.61,10.32,3.15,1.76,9.54,4.88,0.2,0.76
basalt,49.83,17.67,11.29,2.42,0.87,10.43,5.19,0.22,0.76
basalt,50.51,17.85,11.11,2.61,1.0,9.86,4.82,0.21,0.76
basalt,49.39,17.2,11.28,2.37,0.76,10.83,5.77,0.24,0.76
basalt,48.4170195603952,14.7912885662432,9.21556765476911,3.8818310143174,2.11736237144586,10.11,6.60415406331922,0.171405525307522,2.51058681185723
basalt,47.6491228070175,14.7568922305764,9.00250626566416,3.50877192982456,1.35338345864662,10.73,7.92982456140351,0.170426065162907,2.52631578947368
basalt,47.4977252047316,14.4474775048023,8.87675664745729,3.02295015670812,1.44575877059953,10.9,8.52289960570216,0.171873420281064,2.52755029825094
basalt,48.465886152604,14.3015744852644,8.57892612030682,3.72426322163908,1.06984255147356,11.36,7.55954784012919,0.191764230924505,2.46265643924102
basalt,48.7563195146613,15.1263902932255,9.69666329625885,3.58948432760364,1.53690596562184,10.63,6.4206268958544,0.171890798786653,2.29524772497472
basalt,48.2950521096833,14.6514216331074,9.54163715471011,3.70332894869979,1.44692907012041,11.24,6.72872609531519,0.172012546797531,2.41829404027117
basalt,46.8712273641851,14.9094567404427,10.0804828973843,3.78269617706237,1.21730382293763,11.6,6.43863179074447,0.17102615694165,3.0784708249497
basalt,50.4,14.62,11.1,3.11,0.36,7.93,8.13,0.17,1.42
basalt,50.69,15.75,10.85,2.39,0.53,7.37,8.08,0.17,1.13
basalt,50.24,14.41,11.01,3.44,0.42,8.76,7.99,0.18,1.64
basalt,52.77,15.21,10.57,2.29,0.3,8.98,6.28,0.18,0.85
basalt,47.7,11.55,12.18,1.19,0.69,10.56,9.8,0.24,1.75
basalt,49.5,13.0,8.51,3.26,0.72,13.05,8.28,0.25,2.06
basalt,49.36,14.06,11.16,1.29,0.21,9.76,9.16,0.21,0.74
basalt,51.5,15.35,10.82,2.52,0.45,8.73,5.83,0.19,0.98
basalt,51.41,16.47,9.8,3.24,0.51,9.65,6.64,0.23,0.73
basalt,48.87,15.44,10.1,3.74,0.53,9.53,9.07,0.19,1.23
basalt,53.94,18.54,9.73,3.59,0.56,6.56,5.19,0.13,0.65
basalt,51.64,15.62,9.83,4.16,0.31,8.55,6.43,0.18,1.57
basalt,49.5,18.5,6.93,3.55,4.97,8.22,2.72,0.17,0.96
basalt,49.4,18.5,7.1,2.99,4.78,9.47,3.39,0.17,1.0
basalt,50.5,15.4,8.09,3.73,1.89,9.63,6.9,0.14,2.21
basalt,50.9,15.2,8.12,3.63,1.88,9.54,6.9,0.14,2.17
basalt,49.2,15.5,8.54,3.64,1.91,9.72,6.99,0.14,2.22
basalt,51.1,15.1,8.22,3.76,1.87,9.36,6.73,0.14,2.14
basalt,49.8,15.4,8.33,3.63,1.89,9.63,6.96,0.14,2.22
basalt,48.9,15.7,8.46,3.91,1.95,9.99,7.08,0.14,2.3
basalt,49.8,15.9,8.26,3.74,2.16,9.45,6.43,0.14,2.27
basalt,49.7,15.7,8.57,3.58,2.09,9.18,6.41,0.14,2.22
basalt,48.2,15.9,8.35,4.06,1.93,10.08,7.53,0.15,2.26
basalt,46.9,14.8,8.42,4.01,2.06,10.44,8.74,0.16,2.37
basalt,46.3,14.8,8.63,4.12,2.08,10.53,8.89,0.17,2.38
basalt,50.5,13.7,7.93,3.5,1.91,9.72,8.15,0.15,2.19
basalt,47.4,14.3,8.39,3.39,2.47,10.08,7.47,0.14,2.59
basalt,47.7,14.8,7.92,5.06,1.88,10.53,6.34,0.15,2.79
basalt,47.8,14.3,8.21,3.44,2.41,9.9,7.39,0.14,2.58
basalt,46.2,13.9,9.19,3.82,1.38,10.35,8.56,0.16,2.49
basalt,45.8,15.7,7.52,5.52,1.81,10.53,6.28,0.13,2.8
basalt,44.1,14.2,8.68,3.56,1.25,11.34,8.89,0.16,2.61
basalt,43.7,14.0,8.27,3.38,2.91,11.61,8.16,0.16,2.62
basalt,44.4,14.3,8.11,3.69,2.52,11.34,8.33,0.15,2.67
basalt,46.4,14.5,9.0,3.23,1.04,11.97,8.27,0.15,2.15
basalt,45.6,14.3,9.05,3.03,1.27,11.88,8.07,0.15,2.3
basalt,44.1,14.2,8.55,3.33,1.52,11.52,8.54,0.16,2.59
basalt,48.7,13.4,8.1,3.64,2.0,10.53,7.67,0.15,2.27
basalt,48.7,13.3,8.07,3.61,1.99,10.62,7.79,0.15,2.26
basalt,48.0,14.3,7.05,4.35,2.19,12.15,6.16,0.16,2.59
basalt,47.7,14.4,6.92,4.25,2.24,12.24,6.13,0.16,2.64
basalt,48.2,14.2,7.16,4.09,2.0,11.97,6.52,0.16,2.48
basalt,47.2,14.5,6.86,4.36,2.48,12.06,5.93,0.16,2.72
basalt,46.9,14.4,7.36,4.55,2.44,12.06,5.93,0.16,2.7
basalt,47.2,14.4,6.8,4.44,2.45,12.15,6.05,0.16,2.7
basalt,47.6,14.4,6.82,4.46,2.42,12.15,5.94,0.16,2.69
basalt,46.7,14.2,8.83,3.4,1.6,10.71,7.28,0.15,2.21
basalt,47.1,14.2,9.12,3.14,1.72,10.53,7.26,0.15,2.2
basalt,47.1,14.1,9.19,3.24,1.58,10.53,7.41,0.15,2.21
basalt,46.7,13.7,9.31,2.75,1.57,10.89,7.95,0.15,2.17
basalt,45.1,14.1,7.69,4.43,1.96,11.7,7.16,0.16,2.38
basalt,48.36,14.62,10.28,3.74,0.79,12.69,5.48,0.21,3.43
basalt,50.41,16.59,8.6,3.62,2.09,9.8,3.96,0.23,0.85
basalt,51.16,16.68,8.27,3.45,1.91,9.83,3.95,0.22,0.85
basalt,51.01,16.61,8.56,3.83,2.15,9.83,4.21,0.23,0.85
basalt,48.79,12.81,12.63,2.56,1.66,10.02,8.27,0.19,0.76
basalt,50.78,16.74,8.64,3.65,2.05,9.5,4.05,0.22,0.82
basalt,51.81,16.77,7.35,3.7,2.68,9.3,3.41,0.23,0.82
basalt,46.43,11.18,10.82,1.77,0.81,10.1,15.76,0.19,0.67
basalt,46.68,12.49,12.39,1.84,0.65,10.76,12.46,0.19,0.77
basalt,49.69,13.9,8.98,3.9,0.96,13.3,4.7,0.22,3.73
basalt,49.7,15.57,11.03,3.46,0.68,10.99,7.01,0.19,2.75
basalt,48.43,15.22,11.1,3.27,0.59,9.85,8.65,0.17,2.39
basalt,50.91,13.39,6.38,3.787,4.979,8.12,7.38,0.118,2.339
basalt,53.32,13.74,5.57,3.518,5.211,7.45,6.05,0.102,2.385
basalt,53.17,13.83,5.57,3.541,5.318,7.41,6.11,0.101,2.397
basalt,51.9,13.86,6.1,3.84,4.758,7.8,6.6,0.105,2.315
basalt,52.38,13.84,5.65,3.735,5.544,7.62,6.03,0.107,2.466
basalt,50.75,13.5,6.29,3.612,5.866,8.18,6.27,0.114,2.778
basalt,53.22,14.01,5.36,3.844,5.525,7.46,6.03,0.108,2.38
basalt,52.85,13.87,5.33,3.845,5.572,7.46,5.94,0.107,2.377
basalt,53.63,14.27,5.66,3.57,5.297,7.05,5.47,0.098,2.305
basalt,46.97,14.0,9.0,2.05,3.04,9.45,9.53,0.17,0.82
basalt,47.47,12.99,9.23,1.88,2.6,8.83,9.58,0.15,0.75
basalt,45.7,16.72,10.41,2.46,2.15,10.0,5.36,0.19,1.69
basalt,48.36,17.69,8.5,3.47,2.26,8.75,3.13,0.19,0.9
basalt,42.72,14.35,13.19,1.18,1.48,9.43,9.24,0.16,1.82
basalt,51.77,17.74,4.18,4.4,5.53,6.34,2.86,0.13,0.85
basalt,48.4,14.2,10.04,2.05,2.99,9.73,7.79,0.18,0.78
basalt,47.95,13.1,11.18,1.92,2.91,9.91,8.67,0.19,0.79
basalt,46.09,11.87,9.53,1.69,2.33,9.57,10.75,0.17,0.71
basalt,43.74,16.64,10.31,3.03,1.65,9.77,5.6,0.19,2.09
basalt,47.27,11.75,11.14,1.75,2.2,9.0,10.3,0.16,0.71
basalt,44.52,13.8,12.92,1.71,1.66,9.39,8.36,0.17,1.72
basalt,47.07,17.4,7.69,4.79,0.37,9.7,5.8,0.17,0.89
basalt,46.51,10.9,10.7,1.94,1.99,9.75,12.79,0.19,0.68
basalt,47.58,12.25,11.0,1.87,2.83,9.72,10.7,0.18,0.76
basalt,50.36,20.07,6.48,3.79,4.25,6.26,2.45,0.17,0.76
basalt,43.88,14.1,11.93,2.15,1.94,10.45,7.83,0.18,1.43
basalt,49.49,21.12,9.95,2.37,3.62,7.32,2.82,0.15,0.84
basalt,49.02,15.52,10.02,2.59,3.17,9.74,6.03,0.18,0.81
basalt,46.26,11.58,11.77,1.49,2.18,10.02,11.22,0.18,0.74
basalt,46.99,10.35,11.18,1.53,1.87,9.52,13.18,0.17,0.63
basalt,46.53,11.77,10.85,1.43,2.05,10.04,11.74,0.18,0.69
basalt,45.7,10.64,11.2,1.47,1.81,9.63,12.34,0.16,0.66
basalt,48.93,11.16,9.83,1.79,2.25,8.88,11.21,0.16,0.64
basalt,48.03,12.46,10.73,1.95,2.4,9.39,10.85,0.18,0.77
basalt,46.53,10.98,11.09,1.59,1.63,10.08,12.97,0.18,0.7
basalt,54.17,17.84,5.54,2.49,7.23,6.12,2.22,0.19,0.96
basalt,46.51,10.12,11.31,1.45,1.98,9.91,13.97,0.18,0.63
basalt,47.3,11.32,10.97,2.2,2.52,9.74,11.34,0.19,0.71
basalt,49.1,16.98,8.08,2.97,3.1,8.28,5.17,0.19,0.86
basalt,48.4,13.09,9.79,3.28,2.3,8.46,8.48,0.17,0.77
basalt,47.64,13.21,9.3,2.95,1.6,9.08,9.08,0.17,0.77
basalt,46.83,17.22,10.33,2.19,2.44,10.19,5.41,0.18,1.08
basalt,43.46,17.16,10.97,2.4,3.02,9.46,4.29,0.19,1.41
basalt,44.93,17.38,11.7,2.01,1.33,10.59,5.67,0.19,1.68
basalt,47.02,11.6,12.13,1.63,1.66,9.77,10.64,0.18,0.78
basalt,50.02,12.6,10.77,2.27,3.0,9.04,7.36,0.18,0.8
basalt,51.85,16.66,7.78,3.27,3.35,7.36,3.27,0.1,0.89
basalt,48.02,15.26,7.52,4.28,3.13,8.49,5.47,0.16,0.83
basalt,49.24,16.11,9.59,2.7,2.52,8.96,5.68,0.16,0.91
basalt,50.29,14.37,8.88,2.84,3.2,8.5,6.21,0.18,0.79
basalt,42.95,17.21,11.57,2.35,0.88,10.73,6.81,0.21,1.96
basalt,51.88,13.21,8.2,1.52,0.36,14.15,5.1,0.23,3.47
basalt,49.67,16.06,8.95,1.95,0.13,10.67,5.48,0.18,1.82
basalt,50.24,14.17,8.23,2.56,0.74,12.57,5.66,0.2,2.47
basalt,48.22,17.41,8.64,2.36,0.42,12.86,4.43,0.19,2.96
basalt,52.29,16.73,10.38,1.61,0.49,9.23,7.15,0.19,0.62
basalt,48.7,10.9,9.26,3.11,1.58,15.11,4.23,0.25,3.25
basalt,50.39,14.47,10.02,2.76,0.94,10.27,7.16,0.19,2.35
basalt,47.04,13.42,7.36,3.06,1.49,10.79,11.27,0.15,2.99
basalt,47.67,13.87,7.55,3.33,1.51,10.59,10.32,0.15,3.1
basalt,53.09,12.86,8.55,2.77,1.629,10.88,5.07,0.142,3.85
basalt,43.92,12.42,9.83,1.88,0.4,12.17,13.98,0.16,3.64
basalt,44.22,12.53,9.7,1.97,0.47,12.07,13.68,0.16,3.59
basalt,44.5214,12.651,9.5768,2.061,0.5281,11.97,13.38,0.1609,3.5457
basalt,45.73,13.12,9.07,2.42,0.78,11.56,12.17,0.16,3.36
basalt,46.03,13.24,8.95,2.51,0.84,11.45,11.87,0.16,3.31
basalt,50.79,16.81,9.02,2.93,1.97,10.15,4.5,0.2,0.91
basalt,51.45,15.56,8.44,2.79,1.97,10.49,4.27,0.2,0.96
basalt,49.25,5.99,10.28,0.66,0.09,13.41,17.5,0.23,1.11
basalt,46.52,14.36,7.2,4.95,2.52,9.93,9.03,0.16,1.78
basalt,46.34,13.34,9.32,3.9,2.32,12.08,6.42,0.17,2.66
basalt,52.32,13.54,10.99,1.92,0.17,11.9,6.31,0.23,1.15
basalt,51.35,14.7,10.01,1.9,0.12,10.06,9.78,0.13,0.74
basalt,45.218,15.607,10.01,3.041,2.114,9.14,3.805,0.108,1.253
basalt,50.694,18.473,8.894,3.111,0.981,9.31,4.845,0.19,0.949
basalt,51.068,16.7,8.763,3.154,1.321,10.63,4.61,0.199,1.446
basalt,49.515,18.698,7.776,4.244,1.562,9.38,3.658,0.194,1.275
basalt,48.81,19.02,9.503,3.434,0.736,10.17,3.483,0.287,1.634
basalt,50.105,16.01,7.885,1.874,2.899,7.1,4.975,0.12,0.853
basalt,47.5,15.3,12.6,1.51,0.1,11.25,7.0,0.19,0.81
basalt,48.7,15.1,12.2,1.59,0.18,10.98,7.36,0.19,0.83
basalt,52.83,15.5,9.83,3.27,0.75,10.19,5.06,0.22,1.13
basalt,49.46,15.28,10.66,2.08,0.15,13.21,6.18,0.2,1.24
basalt,52.15,14.36,8.84,2.45,0.52,11.91,6.48,0.16,1.62
basalt,50.68,15.36,11.67,2.03,0.72,10.96,6.26,0.18,0.86
basalt,50.6,14.7,7.2,2.0,1.3,14.58,5.3,0.22,2.24
basalt,53.9,15.3,9.4,2.8,0.7,11.16,3.6,0.2,1.53
basalt,54.0,15.7,11.8,3.5,0.6,8.46,4.0,0.2,0.62
basalt,52.07,17.63,10.62,5.1,0.69,7.73,4.02,0.34,0.82
basalt,50.81,16.42,11.32,2.69,0.77,10.56,4.94,0.28,0.9
basalt,52.5,16.17,12.49,2.95,0.42,8.26,5.0,0.23,0.94
basalt,50.5,13.1,9.5,2.4,0.8,14.94,5.3,0.24,1.42
basalt,39.75,16.68,3.69,0.1,6.18,21.11,2.31,0.08,5.85
basalt,41.78,17.15,1.51,0.1,6.13,20.14,2.27,0.09,5.93
basalt,36.8,20.47,1.12,0.1,6.6,22.32,1.54,0.12,6.06
basalt,37.71,16.69,3.36,0.1,6.17,22.36,2.2,0.1,5.99
basalt,38.39,16.0,2.91,0.1,6.05,24.47,1.75,0.06,5.89
basalt,40.52,16.9,1.94,0.1,6.27,22.47,2.04,0.08,5.97
basalt,40.75,17.13,2.15,0.1,6.09,21.96,2.07,0.08,5.99
basalt,48.0,13.4,9.69,2.07,0.08,12.24,6.12,0.2,1.18
basalt,48.7,12.75,9.42,2.12,0.08,12.55,5.96,0.2,1.28
basalt,46.7,13.7,8.75,2.16,0.06,11.79,6.75,0.2,1.12
basalt,48.8,14.2,11.8,1.45,0.03,11.65,6.89,0.2,1.11
basalt,47.2,14.55,11.35,2.35,0.07,11.92,6.82,0.21,1.11
basalt,47.9,14.0,11.0,1.83,0.17,11.47,6.92,0.21,1.1
basalt,48.9,14.3,9.38,2.21,0.14,11.61,7.55,0.19,1.12
basalt,48.7,13.9,10.05,1.51,0.08,11.43,7.1,0.2,1.1
basalt,47.9,14.0,9.1,2.41,0.08,12.06,7.49,0.21,1.17
basalt,48.6,13.8,11.55,1.11,0.02,11.34,6.41,0.19,1.09
basalt,49.6,13.95,11.3,1.35,0.05,11.88,7.22,0.2,1.12
basalt,49.3,13.65,10.35,1.7,0.03,11.79,7.54,0.2,1.12
basalt,47.8,15.6,12.7,2.09,0.03,9.63,8.0,0.17,0.77
basalt,47.6,14.05,12.25,1.01,0.08,10.98,7.58,0.19,1.04
basalt,47.9,13.9,10.15,2.06,0.08,10.35,7.67,0.19,0.93
basalt,47.6,12.95,10.35,1.55,0.06,11.61,7.19,0.21,1.06
basalt,48.1,14.95,12.25,1.69,0.08,10.44,7.76,0.18,0.93
basalt,49.6,12.8,9.72,2.05,0.06,13.14,6.42,0.23,1.32
basalt,49.7,13.65,11.6,1.57,0.04,11.79,6.55,0.22,1.19
basalt,49.0,14.25,9.38,2.7,0.12,10.98,7.73,0.2,0.98
basalt,49.5,14.0,10.15,2.19,0.04,11.56,7.33,0.2,1.08
basalt,52.6,13.9,7.32,3.48,0.03,11.43,6.75,0.17,1.13
basalt,47.4,13.75,11.7,1.68,0.03,11.34,6.96,0.18,1.1
basalt,50.9,14.7,9.58,2.22,0.02,10.84,7.38,0.2,1.03
basalt,51.0,13.8,9.02,2.22,0.03,11.2,7.56,0.19,1.11
basalt,49.1,13.7,11.4,1.68,0.03,11.7,6.6,0.19,1.1
basalt,48.9,12.95,8.91,2.58,0.06,10.39,7.71,0.18,0.94
basalt,50.2,13.85,10.3,1.88,0.04,11.7,7.14,0.19,1.12
basalt,50.2,13.8,11.0,2.1,0.04,10.98,6.32,0.19,1.07
basalt,50.1,13.9,10.35,1.69,0.02,11.38,7.07,0.19,1.13
basalt,50.9,14.7,9.58,2.22,0.02,10.84,7.38,0.2,1.03
basalt,51.0,13.8,9.02,2.22,0.03,11.2,7.56,0.19,1.11
basalt,49.7,14.2,10.95,2.01,0.02,11.74,6.63,0.17,1.05
basalt,49.0,13.8,10.9,1.51,0.02,12.01,7.27,0.19,1.06
basalt,48.1,13.6,10.3,2.19,0.03,11.7,7.3,0.18,1.04
basalt,47.8,13.8,9.95,1.88,0.01,12.46,7.17,0.19,1.09
basalt,47.2,14.05,10.2,2.72,0.2,11.88,7.65,0.21,1.16
basalt,45.73,13.74,11.57,3.75,1.04,7.93,6.42,0.16,1.65
basalt,46.84,14.63,9.83,3.49,1.36,8.3,7.78,0.13,1.62
basalt,46.65,14.67,9.15,3.4,1.57,8.69,8.64,0.14,1.64
basalt,47.24,14.33,10.44,3.9,1.14,8.21,6.63,0.12,1.71
basalt,50.15,15.73,6.77,4.46,1.89,9.61,6.69,0.14,1.63
basalt,48.71,17.5,9.4,4.01,1.48,9.14,5.92,0.14,1.91
basalt,49.03,16.95,9.01,3.89,1.48,9.4,6.53,0.15,1.81
basalt,48.91,16.98,8.91,3.95,1.52,9.47,6.48,0.15,1.8
basalt,48.17,17.05,9.29,3.87,1.42,9.7,6.65,0.15,1.87
basalt,48.39,17.45,9.91,3.33,1.19,9.39,6.63,0.14,1.83
basalt,49.05,16.84,8.92,3.87,1.47,9.47,6.67,0.15,1.8
basalt,49.41,17.44,8.48,3.36,1.43,9.69,6.23,0.15,1.91
basalt,48.54,17.13,9.22,3.61,1.45,9.69,6.52,0.15,1.91
basalt,48.36,16.36,8.89,3.82,1.51,9.82,6.43,0.16,1.81
basalt,48.74,17.03,9.12,4.04,1.56,9.8,6.53,0.16,1.85
basalt,48.03,16.93,8.97,3.58,1.49,9.38,6.17,0.15,1.81
basalt,48.14,16.84,8.97,3.65,1.46,9.38,6.17,0.16,1.77
basalt,49.43,17.11,10.1,3.56,0.98,10.25,4.32,0.13,2.76
basalt,47.62,15.38,12.4,1.81,0.54,12.03,5.85,0.15,2.72
basalt,45.8,15.07,9.97,2.55,0.59,11.78,10.05,0.18,2.34
basalt,46.36,15.67,8.78,3.48,1.27,12.98,5.0,0.22,4.07
basalt,45.79,10.45,7.2,2.11,0.68,12.8,16.24,0.2,2.49
basalt,49.99,12.33,2.65,1.84,2.62,14.61,7.12,0.072,1.758
basalt,48.68,13.93,3.39,2.82,3.29,14.89,4.07,0.045,1.996
basalt,45.51,13.37,4.55,3.08,2.17,14.62,5.72,0.07,1.854
basalt,45.72,14.27,0.46,0.13,4.82,20.82,5.62,0.034,2.143
basalt,47.58,15.06,1.93,0.17,5.44,16.24,4.26,0.061,2.204
basalt,49.7,17.88,7.3,0.83,0.2,9.2,7.1,0.15,0.53
basalt,46.75,17.89,10.16,1.95,0.32,9.53,5.27,0.17,0.63
basalt,46.24,18.93,3.35,2.39,0.02,9.59,11.29,0.29,0.46
basalt,51.72,15.2,7.2,2.87,0.18,8.27,9.6,0.17,0.46
basalt,45.74,12.44,9.99,2.64,1.61,14.14,9.32,0.17,3.61
basalt,45.7283438584066,15.4666959791156,11.121794708866,2.35945507650431,0.252449455162234,10.15,7.80072295612525,0.14340422142794,1.5348050604959
basalt,44.4554171376636,14.3335848765991,11.5739442288126,2.10228874256394,0.243949582059138,10.87,8.70449930998529,0.16221883543126,1.77350295254501
basalt,45.7108878567155,15.1499142814313,9.18473339072796,3.90989192121229,0.24104304910869,10.66,7.42887657656552,0.167590227915087,1.78049476312515
basalt,43.1573426750139,15.7868555327963,8.92121720500003,2.91644813347853,0.1252185072141,13.55,6.02343045042302,0.182299686520414,2.00634577222072
basalt,52.7169935097812,11.5934906117477,7.44101976705207,2.31177439341713,1.30347486647637,15.02,3.82900867477626,0.192477389611168,2.6593164469317
basalt,43.5229947788299,14.6319627139763,11.1327777951464,1.95601582258181,0.275257232488666,10.39,8.18016376358794,0.144582109907666,1.27342940574398
basalt,45.8936275699886,14.4439044461473,9.69572809954242,1.98897073717386,0.297977814986838,11.17,9.81806901080624,0.173374362870482,1.48703543842813
basalt,46.2165981941509,14.3719300633266,9.69240222673112,2.16221814965691,0.317035278701247,11.28,9.46293187371328,0.141244987142172,1.42334052364917
basalt,45.3108964565583,15.0081414216144,11.9771490184029,2.89534291637004,0.449893842061384,11.59,6.43811889919531,0.163189657613483,2.23825460764778
basalt,49.5294658159702,12.9981669163964,9.36976946869934,3.75960970803996,1.38629396721588,13.89,3.43846351012594,0.191655174938011,2.23680117267399
basalt,42.2799797391126,13.0694704347794,10.4856944488341,2.00873323346157,0.255123375541349,14.27,10.0828045930257,0.213276324263528,2.27710196328037
basalt,46.2468222974852,14.2139075517018,7.59463128123503,4.03715605904122,0.438370302017064,16.18,4.79335536820093,0.225410431722163,3.83437139447199
basalt,43.961147214877,16.1347501174634,7.20664703766363,4.54234238264777,0.762984104555838,14.79,4.06680816400766,0.189115023585955,3.8316074643447
basalt,47.180158572817,16.065267305139,8.02046691272414,3.9410444340062,1.54436711826802,13.14,4.26946448336503,0.16584492484804,1.91402374248815
basalt,42.8436337794713,15.9110132030293,8.40494552014339,2.86232757718016,0.891426237921292,14.82,5.58882802526128,0.204500832741586,2.47857775149532
basalt,44.4875073118013,15.7646854031455,7.97515529184702,3.38354481495229,1.2854710198857,14.87,5.3557168596629,0.215608304549901,2.8919006377384
basalt,45.3947726528772,16.9535643753437,7.98183906358592,4.04282996009192,0.652582652482375,13.86,3.97692326880342,0.189455958119475,3.06006510135835
basalt,42.6102210361316,15.8692248299049,9.65173573893739,2.63595119050831,0.42444523758498,12.82,8.35055658879722,0.182079252753583,2.50602204095544
basalt,42.615872893094,14.7390872929038,8.73187170452644,2.20636679048591,0.590410562254722,12.21,9.99681989545457,0.162319853085095,2.10998852840242
basalt,44.0939466072444,15.3821745971557,5.86578600712931,4.10479236027196,1.15460294643305,15.09,3.431757474742,0.290424951408853,2.60502671018453
basalt,44.3090071970043,14.7154264241656,10.3328576265237,2.66459422280591,0.416729350757494,12.39,7.82946938742676,0.195780211696444,2.23234867408786
basalt,46.4128353170164,15.1523328184887,9.25693180219925,3.40987089202373,0.369674429519649,10.66,8.92217730395564,0.163247440433962,1.49901524713208
basalt,45.2584621964803,15.6201756097703,9.48517722532207,2.46790486457512,0.398845867624822,10.53,9.9011223794215,0.15635543010761,1.498050054398
basalt,49.5568543884729,15.3328341013068,6.17960693425202,3.94029720176129,0.126332226922797,10.04,6.99388694759759,0.146546634479079,1.32486135807568
basalt,43.107043071121,16.7655377368615,7.86935942361034,3.56219084647881,0.491092574116711,14.44,5.01867431338069,0.20638918681208,3.07868359528504
basalt,43.9576228751776,17.9963748639791,7.30675038046145,4.49910893822071,0.704479793162775,13.81,4.67912327542062,0.187602678906574,3.24312361151158
basalt,44.8138547046411,14.1060676329736,10.1958904939978,1.95520088609729,0.33391058736359,10.07,9.32450869443657,0.16780628292282,1.27978727535635
basalt,51.5,13.9,8.4,3.2,0.13,7.83,8.6,0.12,0.6
basalt,44.0,15.6,7.5,2.8,1.3,6.48,6.4,0.11,0.46
basalt,46.1,14.0,8.9,1.4,0.01,10.17,5.5,0.17,1.17
basalt,50.22,13.42,9.56,3.28,0.4,12.0,6.39,0.18,1.76
basalt,49.13,13.35,8.61,3.46,0.43,13.19,6.16,0.22,2.35
basalt,48.65,12.97,8.87,3.31,0.29,14.42,6.09,0.15,2.12
basalt,49.38,13.04,9.43,3.62,0.37,13.08,6.18,0.15,1.71
basalt,49.94,13.35,9.37,3.58,0.41,12.47,5.88,0.17,2.24
basalt,49.15,14.05,10.0,3.06,0.22,12.26,7.03,0.23,1.62
basalt,50.03,13.91,10.65,2.77,0.2,11.6,6.96,0.19,1.44
basalt,48.89,13.22,9.25,2.8,0.8,12.56,7.83,0.28,1.59
