Nombre,SiO2,Al2O3,FeOT,CaO,MgO,Na2O,K2O,MnO,TiO
Granodiorita,67.3749008038121,16.1708044031276,2.26,2.7020358189605,1.52183626585132,4.38951412735346,4.3170457337415,0.0333247108929441,0.315317020392479
Granodiorita,65.29,14.89,3.79,3.56,1.93,3.65,3.4,0.088,0.56
Granodiorita,72.06,15.2,1.53,1.58,0.47,4.6,3.77,0.028,0.29
Granodiorita,71.63,14.62,1.84,1.3,0.41,4.02,5.24,0.038,0.33
Granodiorita,64.27,15.99,4.29,4.01,1.72,3.8,3.73,0.11,0.54
Granodiorita,64.3,15.97,4.46,4.19,1.9,3.89,3.43,0.11,0.58
Granodiorita,63.59,16.66,4.22,4.36,1.72,4.09,3.4,0.1,0.52
Granodiorita,64.73,15.26,4.59,3.91,1.76,3.52,3.83,0.1,0.6
Granodiorita,64.7,15.67,4.29,4.02,1.77,3.67,3.83,0.11,0.58
Granodiorita,64.5,15.84,4.35,3.99,1.82,3.77,3.57,0.1,0.52
Granodiorita,64.98,15.99,4.27,3.99,1.73,3.85,3.59,0.1,0.51
Granodiorita,63.72,15.45,5.13,4.08,2.07,3.46,3.77,0.12,0.67
Granodiorita,63.05,15.63,5.16,4.08,2.13,3.45,3.91,0.11,0.7
Granodiorita,62.81,15.74,5.52,4.34,2.25,3.52,3.7,0.13,0.73
Granodiorita,62.86,15.85,5.39,4.47,2.24,3.6,3.5,0.13,0.71
Granodiorita,62.9,15.72,5.34,4.29,2.13,3.5,3.55,0.13,0.69
Granodiorita,67.5751287734726,14.4020868119308,4.33,3.62844977370995,1.4596342974943,3.26179161196603,3.22530344397998,0.133483285198364,0.47533072290149
Granodiorita,66.9277199398577,14.8185682957438,4.64,3.7969687364331,1.61419442663566,3.32482517644729,3.10679228629311,0.178341631568032,0.488412877362452
Granodiorita,74.16,13.81,1.85,1.86,0.36,4.28,3.1,0.11,0.21
Granodiorita,68.9,14.5,3.33,1.81,1.66,3.16,4.46,0.05,0.39
Granodiorita,68.8,15.0,3.19,1.17,1.75,3.98,3.74,0.04,0.47
Granodiorita,69.4,15.3,2.76,0.76,1.73,3.14,4.28,0.06,0.46
Granodiorita,68.4,15.3,3.29,0.47,1.51,3.47,4.89,0.05,0.46
Granodiorita,68.6,14.3,4.22,0.95,1.57,3.25,3.89,0.04,0.45
Granodiorita,69.9,15.3,2.59,1.11,1.06,3.83,3.75,0.02,0.45
Granodiorita,66.1,15.5,3.46,2.68,1.44,3.96,3.41,0.05,0.52
Granodiorita,67.1,15.9,3.75,1.21,1.51,3.96,3.24,0.07,0.53
Granodiorita,66.8,15.3,3.1,2.4,1.69,4.12,3.44,0.04,0.5
Granodiorita,68.6,15.4,2.57,1.44,1.16,4.24,3.7,0.03,0.45
Granodiorita,66.3,15.7,3.74,2.45,1.6,4.29,3.18,0.05,0.52
Granodiorita,65.1,16.0,4.18,1.56,2.24,4.37,2.94,0.07,0.7
Granodiorita,66.4,15.3,4.13,1.44,2.12,4.0,3.25,0.08,0.61
Granodiorita,64.39,14.2,4.74,3.72,3.02,2.67,3.56,0.08,0.75
Granodiorita,62.2,14.75,4.75,3.56,2.99,3.17,3.36,0.08,0.78
Granodiorita,64.27,14.77,4.41,4.04,2.63,2.72,3.45,0.08,0.72
Granodiorita,62.36,14.25,4.8,3.33,3.09,2.95,3.48,0.08,0.77
Granodiorita,68.33,12.91,5.83,2.94,0.73,3.63,3.06,0.08,0.76
Granodiorita,70.56,12.63,5.0,2.19,0.33,3.8,3.38,0.07,0.45
Granodiorita,71.12,12.34,5.0,2.13,0.32,3.92,3.1,0.07,0.44
Granodiorita,71.42,12.31,4.8,2.0,0.3,3.84,3.47,0.07,0.4
Granodiorita,71.55,12.68,4.42,2.58,0.44,4.1,2.14,0.06,0.58
Granodiorita,72.0,12.27,4.61,1.94,0.3,3.8,3.28,0.07,0.45
Granodiorita,72.51,12.19,4.56,1.93,0.26,3.6,3.34,0.06,0.4
Granodiorita,73.54,11.89,4.07,1.87,0.25,3.93,3.1,0.06,0.34
Granodiorita,75.24,11.24,3.82,1.52,0.2,3.58,3.05,0.05,0.33
Granodiorita,65.18,13.13,7.32,3.5,1.06,3.85,2.78,0.1,1.04
Granodiorita,66.66,13.7,5.6,3.51,0.94,4.31,2.58,0.08,0.82
Granodiorita,67.61,12.96,6.19,3.09,0.83,3.43,3.25,0.09,0.82
Granodiorita,67.68,12.76,6.24,3.19,1.01,3.45,2.79,0.07,0.93
Granodiorita,68.03,12.97,5.94,3.08,0.87,3.69,3.05,0.08,0.81
Granodiorita,68.21,13.16,5.07,2.81,0.78,3.63,3.62,0.07,0.79
Granodiorita,69.07,13.64,4.46,2.76,0.88,3.58,3.72,0.05,0.63
Granodiorita,67.75,13.08,5.12,2.88,1.33,3.43,3.39,0.07,0.87
Granodiorita,71.31,15.71,2.15,2.2,0.25,4.43,3.15,0.03,0.27
Granodiorita,71.74,15.99,1.84,1.68,0.13,4.84,3.58,0.03,0.35
Granodiorita,73.05,16.33,1.28,1.6,0.16,4.42,3.7,0.01,0.24
Granodiorita,66.4,16.6,3.47,4.48,1.949,4.01,1.54,0.069,0.536
Granodiorita,65.8,17.1,3.5,4.72,2.011,4.17,1.39,0.07,0.541
Granodiorita,66.3,16.7,3.53,4.6,2.023,3.88,1.67,0.071,0.536
Granodiorita,65.8,16.9,3.47,4.88,1.934,4.05,1.48,0.069,0.543
Granodiorita,65.9,16.8,3.47,4.68,1.933,3.98,1.53,0.072,0.523
Granodiorita,65.9,16.7,3.26,4.52,1.806,4.09,1.56,0.064,0.501
Granodiorita,65.8,16.6,3.42,4.89,2.095,4.01,1.46,0.068,0.498
Granodiorita,65.3,17.3,3.66,4.87,2.091,4.18,1.77,0.077,0.58
Granodiorita,67.2,16.8,3.1,4.34,1.76,4.2,1.74,0.06,0.52
Granodiorita,67.2,16.6,3.06,4.46,2.01,4.28,1.6,0.06,0.49
Granodiorita,67.2,15.9,2.9,3.99,1.94,4.23,1.72,0.06,0.44
Granodiorita,65.3,16.9,3.54,4.98,2.21,4.05,1.52,0.07,0.57
Granodiorita,68.5,16.5,2.41,3.52,1.1,3.38,2.53,0.05,0.42
Granodiorita,68.0,16.5,2.49,2.98,0.987,3.32,2.2,0.047,0.437
Granodiorita,63.85,14.68,5.54,2.82,2.62,3.44,1.39,0.12,0.79
Granodiorita,61.86,16.49,4.82,3.02,2.8,3.54,2.31,0.06,0.65
Granodiorita,65.5,14.6,3.02,2.55,1.83,3.52,4.88,0.03,0.48
Granodiorita,64.5,14.3,3.42,2.99,2.1,3.48,4.91,0.05,0.54
Granodiorita,70.7699966430664,15.8199996948242,2.20499992370605,1.69000005722046,0.769999980926514,3.22000002861023,3.88000011444092,0.0309999994933605,0.310000002384186
Granodiorita,74.5199966430664,13.539999961853,0.846000015735626,0.560000002384186,0.129999995231628,1.72000002861023,7.69000005722046,0.0160000007599592,0.100000001490116
Granodiorita,51.12,15.39,11.511,8.39,5.19,3.65,1.36,0.238,0.84
Granodiorita,62.7900009155273,17.3199996948242,4.82399988174438,4.05999994277954,2.0699999332428,3.35999989509583,3.08999991416931,0.0769999995827675,0.740000009536743
Granodiorita,64.97,16.53,4.71,3.3,1.13,3.4,3.7,0.09,0.669999998807907
Granodiorita,68.04,15.84,2.57,1.79,1.61,4.14,2.4,0.05,0.41
Granodiorita,65.66,17.41,2.95,3.02,1.96,3.51,2.4,0.06,0.44
Granodiorita,69.19,15.53,2.88,2.69,1.36,3.76,2.89,0.07,0.52
Granodiorita,68.7,16.21,2.61,2.99,1.43,4.17,1.96,0.05,0.39
Granodiorita,69.33,15.26,2.46,1.7,1.07,3.84,3.34,0.07,0.39
Granodiorita,69.16,15.66,2.55,2.56,1.11,3.58,2.85,0.07,0.41
Granodiorita,68.55,15.74,2.65,2.58,1.67,4.06,2.5,0.06,0.41
Granodiorita,69.53,15.54,2.32,2.78,1.2,3.96,2.54,0.06,0.37
Granodiorita,65.0,16.44,4.56,1.36,1.72,2.44,3.4,0.08,0.61
Granodiorita,67.67,16.25,2.56,2.88,1.21,4.57,2.99,0.04,0.45
Granodiorita,67.51,16.36,2.5,2.87,1.18,4.52,3.3,0.04,0.44
Granodiorita,67.46,16.13,2.65,2.95,1.21,4.59,3.2,0.04,0.46
Granodiorita,71.71,14.18,2.15,1.97,0.78,4.2,3.7,0.04,0.4
Granodiorita,72.08,14.72,1.3,1.63,0.45,4.22,4.37,0.02,0.23
Granodiorita,65.24,15.16,4.45,4.18,2.52,4.08,2.43,0.071,0.46
Granodiorita,65.55,14.9,4.38,3.54,2.16,4.3,3.21,0.074,0.494
Granodiorita,64.15,15.49,4.41,3.83,2.16,4.81,2.92,0.071,0.467
Granodiorita,67.53,14.78,3.63,2.8,1.53,4.31,3.56,0.054,0.468
Granodiorita,65.22,14.43,4.79,3.26,2.38,3.87,3.54,0.073,0.588
Granodiorita,67.53,14.72,3.68,3.01,1.83,3.87,3.57,0.059,0.433
Granodiorita,66.87,15.39,3.77,2.69,2.08,3.07,3.07,0.063,0.43
Granodiorita,65.33,16.59,3.78,3.59,1.57,4.38,2.63,0.075,0.4
Granodiorita,66.43,17.37,3.74,2.53,0.56,0.04,0.51,0.084,0.436
Granodiorita,66.67,15.64,2.24,3.75,1.07,3.77,3.05,0.037,0.298
Granodiorita,63.98,14.65,2.98,3.69,2.24,3.89,3.07,0.047,0.433
Granodiorita,64.08,15.06,2.98,3.02,2.91,3.82,3.03,0.048,0.435
Granodiorita,64.71,13.56,3.99,3.77,1.25,3.57,3.65,0.052,0.58
Granodiorita,69.11,15.22,2.78,2.26,0.93,3.94,3.89,0.05,0.46
Granodiorita,69.4,15.05,3.52,2.58,0.98,4.07,3.97,0.1,0.5
Granodiorita,68.5,14.8,2.62,2.12,0.95,4.29,3.9,0.07,0.27
Granodiorita,69.9,14.5,2.65,2.17,0.54,4.31,3.7,0.07,0.29
Granodiorita,68.68,13.75,1.98,1.38,0.57,3.3,5.01,0.02,0.29
Granodiorita,67.35,14.8,4.4,2.82,1.82,2.88,3.63,0.07,0.74
Granodiorita,61.84,15.19,5.16,3.71,1.77,3.42,3.04,0.08,1.14
Granodiorita,68.96,14.38,4.11,2.36,1.29,2.87,3.52,0.07,0.68
Granodiorita,67.71,14.55,4.45,2.37,1.37,2.95,3.4,0.08,0.7
Granodiorita,66.57,15.08,4.11,3.45,1.38,2.88,3.92,0.08,0.63
Granodiorita,67.56,14.83,3.95,3.05,1.39,3.23,3.75,0.08,0.62
Granodiorita,72.37,13.46,2.55,2.0,0.76,3.08,4.15,0.06,0.34
Granodiorita,56.6861257529001,18.2180295748341,6.92887555134245,7.14895560541672,4.00042020595172,4.07227223657912,1.61691602043962,0.130658821427416,0.942902242308941
Granodiorita,57.5044077810222,18.2317460761863,6.79978766684758,7.32919106206872,3.53072125375478,3.80336026698377,1.51369415330057,0.13797948027438,0.86335785615578
Granodiorita,55.9771416086346,16.4444762454465,7.67262549657585,7.86948095536758,4.76418107635529,3.66867107960419,1.98909735858842,0.132176920826359,1.11093461927345
Granodiorita,57.9370924628763,17.1003937669649,6.96249235283561,6.73813182627815,3.69129255782119,3.66223987508338,2.57284308183681,0.134754289802491,0.917196565972359
Granodiorita,61.5427490695028,17.1577445046071,5.43777239823524,5.23668131631114,2.38859080806749,4.15218693520351,2.99652735248789,0.117082958579908,0.777390882376046
Granodiorita,61.1932126838046,16.7818826718078,5.69371310486084,5.83489828760894,2.88840564973718,3.8057977069333,2.74049822740639,0.10749115140707,0.762056074786324
Granodiorita,59.97,17.81,5.74,5.84,3.18,3.8583,2.51,0.15,0.97
Granodiorita,61.91,16.53,5.55,5.44,2.54,4.04,2.84,0.083,0.84
Granodiorita,61.64,17.02,5.18,5.99,2.9,3.96,2.1,0.082,0.82
Granodiorita,64.05,16.23,4.71,4.69,2.11,3.94,2.62,0.724,0.69
Granodiorita,58.21,18.27,6.1203007518797,6.97,3.68,3.7,1.81,0.25,0.93
Granodiorita,67.39,16.2,3.74,4.05,1.88,4.2218,2.92,0.14,0.59
Granodiorita,68.0537205342112,15.7208577384845,3.5,3.60721781746621,1.25605983867033,4.16467151495329,2.59210042677543,0.048686747337421,0.372900183858597
Granodiorita,68.94,16.61,3.15,3.67,1.27,4.39,2.65,0.16,0.53
Granodiorita,58.2960379480202,17.5732983959249,6.99960025689633,6.01348729046073,3.08129100833525,4.16976186732253,2.43521386142625,0.248491210349617,0.874689060430652
Granodiorita,62.2104745477073,18.2167439519919,4.60288789409044,6.0551295348726,2.69762641949748,4.25,1.20798982136826,0.0854965762683184,0.531468820983516
Granodiorita,63.7276389332112,16.6718371025374,4.04609484424966,2.60757231767154,1.7646674049133,3.71449666949854,6.53259184393043,0.0845518532809822,0.716501415351381
Granodiorita,64.0376952272749,17.1758961780875,4.21222082348766,4.98149924143518,2.45659876870838,3.9857619731847,2.38943291898201,0.0967001806228975,0.49767212898143
Granodiorita,66.8163661388746,16.1006274938449,3.28843172170742,4.3469979493428,2.03316013730918,3.84039330699181,2.95016822745527,0.0564883218355967,0.450700047012367
Granodiorita,67.4433333333333,14.6366666666667,3.55720933333333,3.2,2.15,3.87333333333333,2.82333333333333,0.0693333333333333,0.606666666666667
Granodiorita,68.85,14.8133333333333,3.248278,3.31666666666667,1.95333333333333,3.92,2.86,0.0636666666666667,0.58
Granodiorita,67.51,13.94,2.87,2.66,0.98,5.0,3.76,0.05,0.33
Granodiorita,68.11,13.48,2.46,3.28,1.04,4.85,2.85,0.09,0.25
Granodiorita,64.4,15.42,4.67,3.04,1.56,4.38,4.53,0.12,1.02
Granodiorita,63.9,15.66,4.92,3.24,1.69,4.5,4.33,0.1,1.06
Granodiorita,63.6,15.84,4.69,3.4,1.66,4.5,4.27,0.11,1.09
Granodiorita,62.1,15.82,5.18,3.43,2.0,4.45,4.1,0.11,1.16
Granodiorita,62.6,15.72,4.95,3.21,1.72,4.48,4.32,0.1,1.07
Granodiorita,61.0,15.36,5.88,3.43,1.75,4.97,3.76,0.15,1.4
Granodiorita,63.2,15.89,4.8,3.52,1.89,4.56,4.17,0.11,1.1
Granodiorita,62.0,16.1,5.16,3.86,1.99,4.6,4.08,0.09,1.21
Granodiorita,63.1,15.89,4.38,3.47,1.62,4.65,4.01,0.08,0.96
Granodiorita,62.1,15.82,4.93,3.39,1.75,4.53,4.03,0.1,1.06
Granodiorita,61.7,15.76,4.94,3.41,1.99,4.35,4.14,0.1,1.04
Granodiorita,65.7,15.58,4.23,2.68,1.4,4.18,4.64,0.11,0.87
Granodiorita,62.6,15.57,5.08,3.17,1.7,4.38,4.29,0.16,1.08
Granodiorita,67.94,15.42,2.37,1.2,0.81,4.32,4.76,0.07,0.49
Granodiorita,67.97,15.38,2.23,1.52,0.77,4.58,4.34,0.07,0.49
Granodiorita,67.47,15.19,2.54,1.48,0.72,4.75,3.99,0.08,0.44
Granodiorita,60.33,16.99,5.65,5.21,2.54,3.36,3.21,0.1,0.78
Granodiorita,69.09,14.99,2.82,2.73,1.01,3.3,4.3,0.05,0.47
Granodiorita,65.31,16.55,4.03,3.7,1.38,3.51,3.72,0.09,0.55
Granodiorita,64.55,15.95,4.5,3.83,1.94,3.06,4.25,0.08,0.63
Granodiorita,66.2,16.16,3.4,3.32,1.13,3.5,4.1,0.07,0.48
Granodiorita,68.65,15.32,2.64,2.02,1.07,4.01,4.07,0.06,0.38
Granodiorita,73.27,14.23,1.42,0.76,0.37,4.02,4.77,0.03,0.23
Granodiorita,66.37,16.74,3.54,3.16,1.58,3.94,2.5,0.05,0.68
Granodiorita,66.06,16.62,3.71,3.07,1.5,4.02,2.09,0.06,0.66
Granodiorita,68.85,12.75,1.38,3.18,1.26,0.18,3.95,0.02,0.33
Granodiorita,67.41,13.48,0.61,5.02,0.36,0.16,4.42,0.01,0.44
Granodiorita,66.78,14.57,1.16,3.73,2.21,5.46,2.95,0.02,0.28
Granodiorita,68.13,14.47,1.24,3.66,2.09,5.3,3.13,0.03,0.29
Granodiorita,67.68,14.89,1.05,3.62,1.69,5.52,3.08,0.02,0.26
Granodiorita,68.06,15.61,3.38,3.11,1.26,3.85,3.03,0.06,0.58
Granodiorita,69.29,15.85,2.56,1.13,0.95,2.43,4.89,0.06,0.46
Granodiorita,67.79,15.81,3.1,1.2,1.06,2.53,5.67,0.06,0.44
Granodiorita,64.38,15.16,5.76,5.09,2.51,3.71,0.27,0.16,0.52
Granodiorita,64.87,14.96,5.71,5.01,2.49,3.64,0.25,0.16,0.5
Granodiorita,65.61,14.78,4.54,3.59,1.97,3.95,2.78,0.1,0.54
Granodiorita,65.95,14.91,3.6,5.02,1.68,3.83,2.58,0.07,0.54
Granodiorita,66.24,14.82,4.06,3.73,1.58,3.58,3.22,0.07,0.5
Granodiorita,66.27,14.96,4.5,3.32,1.64,3.52,3.23,0.08,0.49
Granodiorita,66.62,15.17,3.6,3.83,1.53,3.93,2.98,0.05,0.48
Granodiorita,66.77,14.79,3.89,3.69,1.83,4.08,2.64,0.07,0.5
Granodiorita,60.57,16.5,5.78,6.02,2.87,3.65,1.04,0.12,0.51
Granodiorita,57.36,16.78,5.57,5.72,3.23,3.59,1.08,0.12,0.51
Granodiorita,59.08,16.8,5.65,6.14,3.22,3.63,1.0,0.1,0.53
Granodiorita,64.0,15.67,4.79,5.18,2.16,3.09,1.57,0.1,0.43
Granodiorita,69.1,14.1,3.38,2.3,1.74,3.84,3.2,0.06,0.33
Granodiorita,68.9,14.1,3.47,2.48,1.77,3.47,3.51,0.06,0.31
Granodiorita,64.5,16.3,3.84,5.06,2.53,3.15,2.62,0.05,0.6
Granodiorita,65.6,16.7,3.26,4.47,1.82,3.8,3.04,0.09,0.66
Granodiorita,66.2,16.7,3.24,4.36,1.64,3.67,3.06,0.09,0.7
Granodiorita,66.7,15.7,2.34,4.97,2.5,3.93,2.52,0.08,0.635
Granodiorita,63.9,17.8,2.52,4.5,2.14,4.25,2.94,0.07,0.63
Granodiorita,67.0,15.4,3.24,4.0,1.81,3.77,2.844,0.09,0.716
Granodiorita,68.0,16.3,2.69,3.5,1.28,3.92,3.33,0.1,0.52
Granodiorita,66.2,15.6,3.33,4.38,1.37,3.51,2.942,0.08,0.723
Granodiorita,69.1,14.9,2.79,3.88,1.32,2.87,3.03,0.03,0.597
Granodiorita,66.9,16.0,2.79,3.66,1.49,4.06,2.85,0.08,0.625
Granodiorita,69.8,15.1,2.79,3.33,1.18,3.46,3.23,0.08,0.537
Granodiorita,69.1,15.6,3.28,4.08,1.56,3.42,2.74,0.09,0.7
Granodiorita,67.1,15.4,3.6,4.3,1.68,3.4,2.53,0.1,0.735
Granodiorita,67.6,15.7,2.07,4.05,1.35,3.76,3.13,0.07,0.574
Granodiorita,67.8,15.8,2.79,3.51,1.27,4.01,2.85,0.08,0.547
Granodiorita,68.6,15.3,2.75,3.53,1.58,3.19,3.3,0.04,0.48
Granodiorita,68.3,15.3,3.25,4.03,1.5,3.22,2.89,0.1,0.67
Granodiorita,69.4,15.2,2.97,3.77,1.37,3.31,3.149,0.09,0.658
Granodiorita,65.23,14.9,4.03,4.11,2.77,3.41,3.38,0.07,0.67
Granodiorita,60.94,17.02,3.67,3.72,1.63,4.27,2.25,0.05,0.39
Granodiorita,61.55,18.3,4.54,5.24,1.99,4.27,1.95,0.05,0.47
Granodiorita,75.27,12.7,2.1,0.59,0.52,1.54,5.33,0.04,0.24
Granodiorita,74.21,13.67,1.86,0.45,0.33,4.01,3.83,0.08,0.26
Granodiorita,72.55,14.39,1.84,0.88,0.3,4.86,3.38,0.04,0.29
Granodiorita,66.07,16.27,3.73,3.17,1.11,3.5,3.37,0.04,0.48
Granodiorita,62.45,14.5,4.46,4.47,3.8,2.99,3.56,0.08,0.62
Granodiorita,67.08,15.72,3.1,2.19,1.36,2.99,3.5,0.05,0.34
Granodiorita,64.38,17.11,3.54,3.76,1.65,3.29,1.93,0.165,0.425
Granodiorita,72.15,14.63,2.3,2.72,0.64,3.28,3.61,0.107,0.269
Granodiorita,63.04,17.17,5.15,5.51,2.1,1.84,1.84,0.135,0.586
Granodiorita,65.17,15.88,4.68,4.18,2.34,2.77,3.48,0.08,0.69
Granodiorita,65.28,15.83,4.6,4.09,2.34,2.63,3.7,0.09,0.7
Granodiorita,64.6,15.33,4.66,4.56,2.38,3.01,4.0,0.08,0.71
Granodiorita,64.54,15.69,4.88,4.81,2.33,3.24,3.03,0.09,0.71
Granodiorita,72.41,14.17,2.58,1.84,0.76,2.91,4.54,0.05,0.32
Granodiorita,70.08,13.33,3.25,2.32,1.23,2.19,6.66,0.06,0.39
Granodiorita,73.64,13.36,1.69,2.36,0.63,2.47,5.34,0.03,0.24
Granodiorita,67.86,14.8,3.71,3.79,1.14,3.27,4.31,0.06,0.53
Granodiorita,65.65,15.19,3.99,4.41,2.68,2.95,2.29,0.102,0.668
Granodiorita,65.07,15.26,4.01,4.89,2.81,2.9,2.34,0.1,0.694
Granodiorita,64.62,15.4,4.09,4.96,2.79,2.83,2.35,0.101,0.692
Granodiorita,65.51,15.25,3.99,4.32,2.66,2.97,2.31,0.101,0.665
Granodiorita,65.23,16.08,3.61,4.41,1.67,2.86,3.32,0.08,0.548
Granodiorita,66.42,15.91,3.38,4.3,1.68,2.87,3.11,0.074,0.532
Granodiorita,65.23,15.89,4.0,4.69,2.12,2.68,3.01,0.087,0.65
Granodiorita,65.53,16.06,3.46,4.44,1.62,2.86,3.19,0.077,0.528
Granodiorita,68.24,15.06,2.92,3.37,1.57,2.61,3.82,0.076,0.431
Granodiorita,69.48,15.11,2.08,3.49,1.18,2.87,3.39,0.057,0.314
Granodiorita,67.34,15.41,2.81,3.29,1.54,2.71,3.77,0.071,0.412
Granodiorita,67.36,15.14,2.91,3.32,1.57,2.6,3.79,0.075,0.422
Granodiorita,64.82,16.44,4.22,4.34,1.63,3.59,2.67,0.09,0.57
Granodiorita,69.24,15.5,2.22,2.37,1.12,2.89,3.89,0.07,0.27
Granodiorita,67.26,15.65,2.59,3.02,1.29,2.85,4.29,0.08,0.35
Granodiorita,72.96,14.15,2.1,1.83,0.59,3.97,2.55,0.027,0.336
Granodiorita,73.02,14.67,1.9,2.08,0.51,4.24,2.6,0.031,0.288
Granodiorita,76.1,14.4,1.59,1.75,0.4,4.98,3.9,0.03,0.23
Granodiorita,70.8,15.0,2.07,2.25,0.73,3.15,3.97,0.05,0.27
Granodiorita,61.55,15.97,5.17,5.58,3.35,2.26,2.59,0.1,0.68
Granodiorita,66.842,14.167,3.78,3.82,2.181,3.439,2.637,0.065,0.565
Granodiorita,66.412,14.59,3.89,3.985,2.251,3.426,2.719,0.067,0.556
Granodiorita,72.104,13.741,3.89,2.4,0.648,3.858,1.561,0.045,0.484
Granodiorita,67.775,15.794,3.69,4.091,1.725,3.1,1.909,0.015,0.684
Granodiorita,65.84,15.22,4.04,4.08,2.07,2.74,3.84,0.08,0.41
Granodiorita,61.23,15.63,5.5,5.26,3.04,2.53,3.28,0.11,0.55
Granodiorita,64.05,15.53,4.97,5.17,2.58,2.42,3.16,0.1,0.48
Granodiorita,60.9,15.65,5.71,5.32,3.16,2.74,3.06,0.1,0.55
Granodiorita,64.33,15.73,4.36,4.64,2.29,2.42,3.51,0.08,0.44
Granodiorita,64.44,15.79,4.38,4.67,2.32,2.45,3.53,0.08,0.45
Granodiorita,67.38,15.01,3.77,4.04,1.81,2.59,3.74,0.08,0.38
Granodiorita,67.64,14.82,3.62,4.0,1.79,2.52,3.85,0.08,0.37
Granodiorita,65.77,15.51,4.36,4.39,2.2,2.5,3.51,0.08,0.44
Granodiorita,68.22,15.31,3.08,3.8,1.45,2.67,3.9,0.06,0.32
Granodiorita,61.53,16.12,5.56,5.45,2.67,3.35,2.9,0.1,0.56
Granodiorita,66.3,16.7,3.4,5.24,1.25,3.79,1.72,0.13,0.34
Granodiorita,65.0,16.4,4.23,4.94,1.85,3.41,2.3,0.14,0.46
Granodiorita,67.2,16.0,3.37,4.69,1.36,3.41,2.23,0.12,0.34
Granodiorita,65.4,16.7,3.62,5.12,1.58,3.3,2.21,0.11,0.38
Granodiorita,64.1,17.3,4.1,5.6,1.79,3.52,2.02,0.12,0.44
Granodiorita,67.11,12.49,4.97,3.1,1.4,3.43,3.59,0.14,0.82
Granodiorita,69.05,11.7,4.75,3.23,1.26,3.67,3.09,0.44,1.03
Granodiorita,69.14,12.92,3.04,2.13,1.0,3.87,4.52,0.39,0.84
Granodiorita,68.66,12.8,4.06,3.35,0.41,3.66,4.0,0.47,1.3
Granodiorita,68.95,12.6,4.18,2.48,1.14,3.81,3.97,0.39,0.98
Granodiorita,60.2,5.4,7.74,2.7,5.4,3.0,3.2,0.1,1.3
Granodiorita,61.7,10.0,6.57,3.3,3.9,3.7,3.2,0.1,0.7
Granodiorita,62.3,9.7,6.57,2.7,3.9,2.5,2.6,0.1,1.1
Granodiorita,63.2,14.6,5.49,3.8,2.3,3.7,3.3,0.2,0.2
Granodiorita,64.1,14.2,5.22,3.9,1.8,3.7,3.0,0.1,0.5
Granodiorita,70.74,14.32,2.83,3.08,1.06,3.53,3.07,0.02,0.39
Granodiorita,70.45,14.97,3.3,3.23,1.06,3.77,2.82,0.04,0.43
Granodiorita,70.25,14.72,3.26,3.64,1.06,3.88,2.83,0.02,0.41
Granodiorita,64.0,15.87,4.99,4.61,2.48,2.47,2.52,0.1,0.52
Granodiorita,63.68,16.13,4.86,4.61,2.62,2.51,2.48,0.1,0.53
Granodiorita,63.17,16.37,5.11,4.72,2.57,2.64,2.95,0.1,0.53
Granodiorita,65.35,15.71,4.75,4.47,2.41,2.68,2.77,0.1,0.49
Granodiorita,65.86,15.98,4.23,4.18,2.04,2.73,3.07,0.1,0.44
Granodiorita,63.41,16.45,5.03,4.87,2.63,2.7,2.57,0.11,0.54
Granodiorita,63.55,16.66,4.36,4.51,2.16,2.77,3.5,0.1,0.45
Granodiorita,61.93,15.87,6.09,5.47,3.32,2.59,2.11,0.15,0.59
Granodiorita,62.74,17.6,4.5,5.12,2.13,2.91,2.79,0.1,0.45
Granodiorita,63.03,17.06,4.28,5.11,2.11,2.84,2.67,0.1,0.44
Granodiorita,59.88,18.66,5.01,5.21,2.91,2.66,2.73,0.11,0.47
Granodiorita,66.59,15.32,4.64,3.42,1.42,3.26,3.64,0.16,0.51
Granodiorita,65.37,15.26,4.8,3.9,1.67,3.07,3.69,0.18,0.57
Granodiorita,63.32,15.34,5.63,4.48,2.2,3.24,3.17,0.17,0.74
Granodiorita,64.43,15.28,5.34,4.24,1.98,3.16,3.48,0.17,0.66
Granodiorita,64.06,17.44,4.35,4.28,2.11,4.42,2.48,0.07,0.55
Granodiorita,64.5,16.52,4.12,4.42,1.75,3.6,3.65,0.1,0.47
Granodiorita,67.0,14.8,4.16,4.3,2.13,3.48,2.33,0.08,0.56
Granodiorita,60.8,15.44,6.57,6.12,3.09,3.4,1.64,0.13,0.76
Granodiorita,58.4,15.5,7.17,5.8,3.14,3.07,3.21,0.17,0.74
Granodiorita,60.57,15.38,5.96,5.01,2.23,3.2,3.92,0.14,0.59
Granodiorita,58.09,16.26,6.57,5.97,2.73,3.15,3.6,0.16,0.65
Granodiorita,69.78,14.01,2.91,2.38,1.24,3.33,3.5,0.02,0.31
Granodiorita,55.84,15.8,8.58,6.46,3.3,3.63,2.64,0.17,0.92
Granodiorita,57.38,16.49,6.89,7.27,3.34,3.34,2.51,0.15,0.71
Granodiorita,59.4,16.32,6.22,5.41,2.39,3.81,3.52,0.16,0.68
Granodiorita,66.45,16.68,3.26,4.28,1.94,3.78,2.14,0.07,0.77
Granodiorita,69.71,14.66,1.61,2.12,0.72,4.21,3.3,0.04,0.4
Granodiorita,66.49,13.62,5.21,3.15,1.22,3.09,4.39,0.08,0.96
